TIENDA_ID,VENTA_TOTAL,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,Meta_venta,Above_Goal,Percentage_of_Goal,POBLACION,COMPETIDORES_NUM,ESCUELAS_NUM,HOSPITALES_NUM
851,4.950931242857143,2,C,Hogar,0.0,0,0,26.06185,-98.32044,Clásico,UT_DENSIDAD,4.9,1,101.03941311953352,979,0,0,0
853,6.664353875000001,2,C,Hogar,0.0,0,0,25.97227,-98.29033,Hogar Reunión,UT_DENSIDAD,4.9,1,136.00722193877553,5,0,0,0
798,7.6134471,2,C,Hogar,0.0,0,0,25.99222,-98.09663,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,155.37647142857142,4,0,0,0
802,7.691656386666668,2,C,Base,0.0,0,0,25.9898,-98.1002,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.8,1,160.2428413888889,4,0,0,0
803,5.395166636842106,2,C,Base,0.0,0,0,25.9872,-98.1074,Oficinistas,UT_TRAFICO_VEHICULAR,4.8,1,112.39930493421056,2,0,0,0
805,8.29396086,2,C,Hogar,0.0,0,0,26.0835,-98.33,Hogar Reunión,UT_DENSIDAD,4.9,1,169.26450734693876,14,0,0,0
806,8.809308980952382,2,B,Base,0.0,0,0,26.069,-98.2719,Clásico,UT_TRAFICO_VEHICULAR,4.8,1,183.527270436508,691557,0,0,0
807,10.99428092857143,2,B,Hogar,0.0,0,0,26.07896,-98.33792,Hogar Reunión,UT_DENSIDAD,4.9,1,224.3730801749271,14,0,0,0
808,6.363265515384616,2,C,Base,0.0,0,0,26.02103,-98.27533,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.8,1,132.56803157051286,10,0,0,1
809,7.505060126666668,2,C,Hogar,0.0,0,0,26.03188,-98.34141,Hogar Reunión,UT_DENSIDAD,4.9,1,153.1644923809524,4,3,0,0
839,8.61396904,2,C,Peatonal,0.0,0,0,26.08506,-98.27164,Oficinistas,UT_TRAFICO_PEATONAL,4.2,1,205.09450095238097,691557,0,0,2
811,6.997725905555557,2,B,Hogar,0.0,0,0,26.0562,-98.3151,Clásico,UT_DENSIDAD,4.9,1,142.8107327664399,979,0,0,0
813,9.88409359,2,C,Hogar,0.0,0,0,25.992,-98.114,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,201.71619571428573,1,0,0,0
816,5.291887270000001,2,B,Hogar,0.0,0,0,26.09528,-98.28297,Hogar Reunión,UT_DENSIDAD,4.9,1,107.99769938775512,691557,0,0,0
817,8.455331542857143,2,C,Receso,0.0,0,0,26.08866,-98.27988,Oficinistas,UT_TRAFICO_PEATONAL,5.16,1,163.86301439645626,691557,0,1,0
819,6.340248763636364,2,C,Base,0.0,0,0,26.0669,-98.39358,Hogar Reunión,UT_DENSIDAD,4.8,1,132.08851590909092,5,0,0,0
822,7.025830742857144,2,C,Base,0.0,0,0,25.98347,-98.11129,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.8,1,146.37147380952385,4,0,0,0
835,5.226300658333334,2,C,Hogar,0.0,0,0,26.01647,-98.25479,Hogar Reunión,UT_DENSIDAD,4.9,1,106.65919710884351,7,0,0,0
999,7.884044255000001,2,C,Receso,102.75,11,4,26.02147,-98.28373,Barrio Competido,UT_TRAFICO_PEATONAL,5.16,1,152.7915553294574,10,2,0,1
988,15.07937017777778,2,C,Hogar,101.82,12,10,26.03533,-98.29644,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,307.7422485260771,4,0,0,0
989,12.59328924,2,C,Hogar,101.82,12,10,26.0434,-98.32001,Hogar Reunión,UT_DENSIDAD,4.9,1,257.0059028571428,979,0,0,0
991,8.592492635000001,2,C,Hogar,116.98,13,10,26.01263,-98.24741,Barrio Competido,UT_GAS_URBANA,4.9,1,175.35699255102045,7,0,0,0
992,7.48174802,2,C,Base,100.41,12,10,26.10101,-98.31804,Hogar Reunión,UT_GAS_URBANA,4.8,1,155.86975041666668,6,0,0,0
993,11.74521646,2,B,Hogar,113.73,12,10,26.06883,-98.3598,Hogar Reunión,UT_DENSIDAD,4.9,1,239.6982951020408,14,0,0,0
994,12.778310473684211,2,C,Hogar,113.73,12,7,26.08696,-98.33805,Hogar Reunión,UT_DENSIDAD,4.9,1,260.7818464017186,14,0,0,0
995,7.192339223809524,2,C,Base,106.6,12,10,26.03482,-98.40996,Hogar Reunión,UT_GAS_URBANA,4.8,1,149.84040049603175,1,2,0,0
996,11.857186755,2,C,Hogar,107.85,12,7,25.98884,-98.27356,Hogar Reunión,UT_DENSIDAD,4.9,1,241.9834031632653,235,1,0,0
997,16.329551295,2,C,Hogar,101.82,12,11,25.99333,-98.27173,Hogar Reunión,UT_DENSIDAD,4.9,1,333.256148877551,235,1,0,0
998,10.917189485,2,AB,Hogar,107.85,12,12,26.07585,-98.26928,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,222.79978540816325,691557,0,0,0
987,7.7079187380952385,2,C,Hogar,110.0,10,12,26.06031,-98.32753,Hogar Reunión,UT_DENSIDAD,4.9,1,157.30446404275995,14,2,0,0
1001,10.302307445,2,C,Hogar,101.82,12,10,26.01288,-98.26235,Hogar Reunión,UT_DENSIDAD,4.9,1,210.2511723469388,235,0,1,0
1002,18.303920785000003,2,C,Hogar,116.9,10,11,26.0228,-98.28886,Hogar Reunión,UT_DENSIDAD,4.9,1,373.5494037755102,10,3,0,0
1003,10.599735725,2,C,Hogar,112.0,12,8,25.9956,-98.2471,Hogar Reunión,UT_DENSIDAD,4.9,1,216.32113724489795,7,0,0,0
1004,10.7272302,2,C,Hogar,93.52,12,9,26.09947,-98.32143,Hogar Reunión,UT_DENSIDAD,4.9,1,218.92306530612245,14,0,0,0
1005,12.157024985,2,C,Hogar,98.2,12,5,26.06356,-98.31124,Hogar Reunión,UT_DENSIDAD,4.9,1,248.1025507142857,979,0,0,0
1006,13.746788690000002,2,C,Hogar,116.9,13,14,26.02128,-98.25349,Hogar Reunión,UT_DENSIDAD,4.9,1,280.54670795918366,7,0,0,0
1007,14.041293075000002,2,C,Hogar,114.41,12,10,25.98434,-98.20065,Hogar Reunión,UT_DENSIDAD,4.9,1,286.55700153061224,23,0,0,0
1008,17.911138010000002,2,C,Hogar,98.8,12,10,26.08637,-98.32248,Hogar Reunión,UT_DENSIDAD,4.9,1,365.53342877551023,14,0,0,0
1009,9.640097205263158,2,C,Hogar,103.4,12,5,26.0701,-98.30796,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,196.7366776584318,14,0,0,0
976,7.643214610000001,2,C,Hogar,113.0,10,10,26.0948,-98.30479,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,155.98397163265307,691557,0,0,0
965,17.25727783,2,B,Hogar,98.0,10,10,25.98342,-98.10511,Hogar Reunión,UT_DENSIDAD,4.9,1,352.1893434693877,2,0,0,0
966,15.757293625000004,2,C,Hogar,112.0,10,10,26.02126,-98.27927,Hogar Reunión,UT_DENSIDAD,4.9,1,321.5774209183673,10,2,0,1
967,11.49316979,2,C,Hogar,129.0,10,12,26.00751,-98.24571,Hogar Reunión,UT_DENSIDAD,4.9,1,234.55448551020405,7,0,1,0
968,8.342871640000002,2,B,Hogar,129.0,9,6,26.02023,-98.22689,Parada Técnica,UT_GAS_URBANA,4.9,1,170.26268653061229,244,0,0,0
969,8.44285018,2,C,Receso,125.0,10,13,26.07305,-98.2914,Clásico,UT_DENSIDAD,5.16,1,163.62112751937983,691557,0,0,0
971,9.65299294736842,2,C,Hogar,123.0,11,12,26.0366,-98.34031,Hogar Reunión,UT_DENSIDAD,4.9,1,196.99985606874327,11,4,0,0
972,16.56419365,2,C,Receso,121.0,10,10,26.07018,-98.30235,Hogar Reunión,UT_GAS_URBANA,5.16,1,321.0115048449612,691557,0,0,0
973,13.01288136,2,C,Base,122.0,10,10,26.04916,-98.38596,Parada Técnica,UT_GAS_URBANA,4.8,1,271.101695,1,2,0,0
974,11.91401050526316,2,C,Hogar,113.0,11,12,26.04235,-98.37229,Hogar Reunión,UT_DENSIDAD,4.9,1,243.1430715359828,1,1,1,0
975,12.105790816666667,2,C,Hogar,129.0,10,12,26.0282,-98.28279,Hogar Reunión,UT_DENSIDAD,4.9,1,247.05695544217687,10,3,0,0
1011,13.05958376,2,C,Hogar,112.0,12,11,26.08553,-98.33515,Hogar Reunión,UT_GAS_URBANA,4.9,1,266.5221175510204,14,0,0,0
977,15.968504050000002,2,C,Receso,125.0,10,12,26.03871,-98.28171,Parada Técnica,UT_GAS_URBANA,5.16,1,309.467132751938,10,2,1,0
978,6.86885683,2,BC,Receso,102.98,11,9,26.08548,-98.29332,Parada Técnica,UT_GAS_URBANA,5.16,1,133.1173804263566,691557,0,0,0
979,10.450206773684211,2,BC,Hogar,115.67,12,10,25.98337,-98.08285,Hogar Reunión,UT_GAS_URBANA,4.9,1,213.2695259935553,111314,0,0,0
981,17.003603515000002,2,C,Hogar,121.0,10,10,26.05409,-98.35069,Hogar Reunión,UT_DENSIDAD,4.9,1,347.0123166326531,14,3,2,0
982,12.886141040000002,2,B,Hogar,100.0,10,6,26.06513,-98.31539,Hogar Reunión,UT_DENSIDAD,4.9,1,262.9824702040816,14,0,0,0
983,12.447670230000002,2,C,Hogar,117.0,11,12,25.99992,-98.25808,Hogar Reunión,UT_DENSIDAD,4.9,1,254.03408632653063,235,0,0,0
984,13.470023035,2,C,Hogar,116.0,10,8,26.06213,-98.33027,Hogar Reunión,UT_GAS_URBANA,4.9,1,274.89842928571426,14,2,2,0
985,8.879737010000001,2,C,Hogar,129.0,11,10,26.02486,-98.24565,Parada Técnica,UT_DENSIDAD,4.9,1,181.21912265306125,5,0,0,0
986,10.342783635,2,C,Hogar,101.82,12,10,26.01805,-98.26513,Hogar Reunión,UT_DENSIDAD,4.9,1,211.0772170408163,235,0,1,0
1046,12.355993261111111,2,C,Hogar,0.0,0,0,26.09036,-98.28066,Oficinistas,UT_TRAFICO_VEHICULAR,4.9,1,252.1631277777778,691557,0,0,0
1035,16.94908746,2,C,Hogar,123.69,0,11,26.01175,-98.28564,Hogar Reunión,UT_DENSIDAD,4.9,1,345.89974408163266,10,2,0,1
1036,17.12286133,2,C,Hogar,119.65,0,8,26.09085,-98.324,Hogar Reunión,UT_DENSIDAD,4.9,1,349.4461495918368,14,0,0,0
1037,6.65583422,2,C,Hogar,121.67,0,11,25.96746,-98.25733,Hogar Reunión,UT_DENSIDAD,4.9,1,135.83335142857143,7,1,0,0
1038,9.42934785,2,C,Hogar,132.73,0,11,26.05081,-98.40391,Barrio Competido,UT_DENSIDAD,4.9,1,192.43567040816328,1,3,0,0
1039,12.319026325,2,BC,Hogar,114.3,0,7,26.05491,-98.31887,Hogar Reunión,UT_GAS_URBANA,4.9,1,251.40870051020408,979,0,0,0
1041,17.36399436,2,B,Hogar,0.0,0,0,25.98343,-98.09802,Hogar Reunión,UT_DENSIDAD,4.9,1,354.3672318367347,2,0,0,0
1042,11.797791189473685,2,C,Hogar,0.0,0,0,25.9756,-98.05814,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,240.77124876476907,6,0,0,0
1043,14.45512906,2,C,Hogar,0.0,0,0,26.05884,-98.34364,Hogar Reunión,UT_TRAFICO_PEATONAL,4.9,1,295.00263387755103,14,2,2,0
1044,6.792417665,2,C,Base,0.0,0,0,25.98861,-98.12478,Parada Técnica,UT_DENSIDAD,4.8,1,141.50870135416667,1,0,0,0
1045,9.97814019,2,C,Hogar,0.0,0,0,25.98755,-98.05539,Hogar Reunión,UT_DENSIDAD,4.9,1,203.63551408163264,4,0,0,0
1034,14.324152536842108,2,B,Hogar,132.73,0,12,26.0852,-98.37643,Hogar Reunión,UT_DENSIDAD,4.9,1,292.3296436090226,42,0,0,0
1047,13.158704885,2,C,Hogar,0.0,0,0,26.07928,-98.29009,Clásico,UT_DENSIDAD,4.9,1,268.5449976530612,691557,0,0,0
1048,14.852974745,2,C,Hogar,0.0,0,0,26.03145,-98.38466,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,303.1219335714286,1,0,1,0
1049,10.739493195,2,C,Hogar,0.0,0,0,26.00607,-98.12218,Hogar Reunión,UT_DENSIDAD,4.9,1,219.17333051020407,1,0,0,0
1051,11.618706985,2,C,Hogar,0.0,0,0,26.03374,-98.29404,Hogar Reunión,UT_DENSIDAD,4.9,1,237.11646908163263,4,0,1,0
1052,11.676201745,2,B,Base,0.0,0,0,26.06517,-98.3448,Parada Técnica,UT_DENSIDAD,4.8,1,243.25420302083333,14,1,1,0
1053,8.67259814117647,2,C,Hogar,0.0,0,0,26.04132,-98.29259,Hogar Reunión,UT_DENSIDAD,4.9,1,176.99179879951978,4,0,0,0
1054,16.111203850000003,2,C,Hogar,0.0,0,0,26.09605,-98.29327,Hogar Reunión,UT_DENSIDAD,4.9,1,328.80007857142857,691557,0,0,0
1055,10.418270785,2,C,Hogar,0.0,0,0,26.01132,-98.3814,Hogar Reunión,UT_DENSIDAD,4.9,1,212.61777112244897,1,1,1,0
1056,13.222149015000005,2,C,Hogar,0.0,0,0,26.03571,-98.342,Hogar Reunión,UT_DENSIDAD,4.9,1,269.8397758163266,11,4,0,0
1023,11.863957345,2,B,Hogar,121.67,0,10,26.05529,-98.28269,Hogar Reunión,UT_DENSIDAD,4.9,1,242.1215784693877,691557,1,0,0
1012,9.480546145000002,2,C,Hogar,105.2,12,8,26.00514,-98.25797,Hogar Reunión,UT_GAS_URBANA,4.9,1,193.4805335714286,235,0,0,0
1013,15.044774933333334,2,C,Hogar,111.04,12,7,26.05979,-98.41287,Hogar Reunión,UT_DENSIDAD,4.9,1,307.0362231292517,5,1,0,0
1014,15.487641950000002,2,C,Hogar,98.8,12,10,26.02676,-98.27125,Hogar Reunión,UT_DENSIDAD,4.9,1,316.07432551020406,10,0,0,0
1015,8.9545487,2,C,Hogar,116.26,13,12,26.02408,-98.39976,Hogar Reunión,UT_DENSIDAD,4.9,1,182.7458918367347,1,3,1,0
1016,14.461958435,2,C,Hogar,116.9,13,13,25.96921,-98.26604,Barrio Competido,UT_DENSIDAD,4.9,1,295.1420088775509,235,1,1,0
1017,13.497093600000005,2,BC,Hogar,116.9,13,11,26.04827,-98.31403,Hogar Reunión,UT_DENSIDAD,4.9,1,275.45088979591844,979,0,0,0
1018,15.930997940000005,2,C,Hogar,112.0,12,10,26.08398,-98.30804,Hogar Reunión,UT_DENSIDAD,4.9,1,325.12240693877555,691557,0,0,0
1019,14.090965730000002,2,C,Hogar,122.8,0,11,26.03387,-98.39449,Hogar Reunión,UT_DENSIDAD,4.9,1,287.5707291836735,2,2,3,0
1021,10.173683935,2,C,Hogar,0.0,0,0,25.98395,-98.19187,Hogar Reunión,UT_DENSIDAD,4.9,1,207.62620275510204,23,0,0,0
1022,9.046099394736844,2,C,Hogar,112.0,0,10,26.07911,-98.32554,Hogar Reunión,UT_DENSIDAD,4.9,1,184.6142733619764,14,0,0,0
964,14.694510500000002,2,C,Base,96.0,10,10,26.00345,-98.24709,Barrio Competido,UT_GAS_URBANA,4.8,1,306.1356354166668,7,0,1,0
1024,9.597422705,2,B,Hogar,121.61,0,9,25.99884,-98.23915,Hogar Reunión,UT_DENSIDAD,4.9,1,195.86576948979592,7,0,0,0
1025,10.95088805,2,B,Hogar,112.0,0,10,26.04769,-98.40773,Hogar Reunión,UT_DENSIDAD,4.9,1,223.4875112244898,1,3,1,0
1026,8.84703112,2,C,Hogar,115.1,0,10,26.03266,-98.35633,Hogar Reunión,UT_DENSIDAD,4.9,1,180.55165551020409,4,2,1,0
1027,9.309367215,2,C,Hogar,112.25,0,11,26.05567,-98.32805,Hogar Reunión,UT_DENSIDAD,4.9,1,189.98708602040816,979,0,0,0
1028,13.619353335000003,2,C,Hogar,117.5,0,15,26.06235,-98.37929,Hogar Reunión,UT_DENSIDAD,4.9,1,277.9459864285715,1,0,1,0
1029,14.109573700000002,2,C,Hogar,104.95,0,10,26.03387,-98.25722,Hogar Reunión,UT_DENSIDAD,4.9,1,287.9504836734694,5,0,0,0
1031,9.176397555,2,B,Hogar,111.93,0,10,26.40193,-99.03187,Hogar Reunión,UT_DENSIDAD,4.9,1,187.2734194897959,18592,1,4,3
1032,12.16541861,2,C,Hogar,112.0,0,11,26.0948,-98.2772,Hogar Reunión,UT_DENSIDAD,4.9,1,248.2738491836735,691557,0,0,0
1033,10.87015895,2,C,Hogar,134.13,0,12,26.02971,-98.28762,Hogar Reunión,UT_DENSIDAD,4.9,1,221.83997857142853,10,3,0,0
906,22.8154779,2,CD,Hogar,80.4,8,5,26.08238,-98.32488,Hogar Reunión,UT_DENSIDAD,4.9,1,465.6219979591836,14,0,0,0
895,11.845594666666669,2,C,Hogar,127.87,10,10,26.07196,-98.3496,Hogar Reunión,UT_DENSIDAD,4.9,1,241.7468299319728,14,0,0,0
896,10.21700192,2,CD,Hogar,88.38,12,10,26.03921,-98.351,Hogar Reunión,UT_DENSIDAD,4.9,1,208.51024326530612,11,1,5,0
897,10.547592265000002,2,C,Hogar,127.0,10,11,26.05115,-98.34874,Hogar Reunión,UT_DENSIDAD,4.9,1,215.25698500000004,14,3,2,0
898,7.36084764,2,C,Hogar,94.0,8,7,26.05933,-98.30631,Hogar Reunión,UT_GAS_URBANA,4.9,1,150.22138040816327,979,0,0,0
899,11.205592822222222,2,BC,Receso,98.95,12,12,26.07745,-98.28304,Parada Técnica,UT_TRAFICO_VEHICULAR,5.16,1,217.1626515934539,691557,0,0,1
901,14.14036397,2,C,Hogar,96.74,10,10,26.05283,-98.29934,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,288.57885653061226,4,0,0,1
902,7.924418149999999,2,CD,Hogar,105.0,10,8,26.06042,-98.31307,Hogar Reunión,UT_DENSIDAD,4.9,1,161.72281938775507,979,0,0,0
903,6.6468885,2,C,Receso,96.4,9,10,26.06081,-98.29796,Parada Técnica,UT_DENSIDAD,5.16,1,128.81566860465117,979,2,0,1
904,11.847102345,2,C,Hogar,102.4,9,7,26.18754,-98.46751,Parada Técnica,UT_CARRETERA_GAS,4.9,1,241.777598877551,392,0,0,0
905,14.10881845,2,CD,Hogar,96.4,10,7,26.02988,-98.23728,Hogar Reunión,UT_DENSIDAD,4.9,1,287.93507040816326,5,0,0,0
894,13.21668022,2,C,Hogar,95.08,10,6,26.06298,-98.33505,Hogar Reunión,UT_DENSIDAD,4.9,1,269.72816775510205,14,2,2,0
907,17.187832150000002,2,C,Hogar,104.2,10,10,26.05555,-98.34134,Hogar Reunión,UT_DENSIDAD,4.9,1,350.7720846938776,14,1,2,0
908,10.275235625,2,CD,Hogar,105.1,10,13,26.04733,-98.29975,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,209.6986862244898,4,1,0,0
909,6.472386836842106,2,C,Hogar,95.0,7,6,26.05964,-98.30874,Hogar Reunión,UT_DENSIDAD,4.9,1,132.08952728249196,979,0,0,0
911,6.76938198888889,2,CD,Hogar,123.4,10,5,26.01801,-98.24324,Hogar Reunión,UT_DENSIDAD,4.9,1,138.15065283446714,7,1,0,0
912,11.698658900000002,2,C,Hogar,108.0,10,8,26.0085,-98.24256,Hogar Reunión,UT_DENSIDAD,4.9,1,238.74814081632653,7,0,1,0
913,16.602041875,2,C,Hogar,98.36,10,10,26.05574,-98.28835,Hogar Reunión,UT_DENSIDAD,4.9,1,338.81718112244897,4,2,0,0
914,12.69440684761905,2,B,Receso,112.3,10,10,26.04321,-97.95335,Parada Técnica,UT_GAS_URBANA,5.16,1,246.0156365817645,7,0,0,0
915,12.479929094444444,2,C,Hogar,105.74,10,10,26.07616,-98.28808,Parada Técnica,UT_TRAFICO_VEHICULAR,4.9,1,254.6924304988662,691557,0,0,0
916,27.780460375,2,C,Receso,92.0,10,6,26.05247,-97.95191,Parada Técnica,UT_DENSIDAD,5.16,1,538.3810150193798,10272,0,0,0
917,11.366614065,2,C,Hogar,214.2,10,14,26.06344,-98.37474,Hogar Reunión,UT_DENSIDAD,4.9,1,231.9717156122449,14,0,0,0
883,10.24327755,2,C,Receso,103.3,10,8,26.0646,-98.2845,Clásico,UT_GAS_URBANA,5.16,1,198.51313081395347,691557,0,1,0
865,2.25395095,2,C,Hogar,0.0,0,0,26.00448,-98.25235,Hogar Reunión,UT_DENSIDAD,4.9,0,45.99899897959184,7,0,0,0
866,3.81184625,2,C,Receso,0.0,0,0,26.03853,-98.30021,Parada Técnica,UT_TRAFICO_VEHICULAR,5.16,0,73.87298934108527,4,1,0,0
875,9.248336405,2,BC,Receso,107.7,10,12,26.0857,-98.29232,Parada Técnica,UT_TRAFICO_VEHICULAR,5.16,1,179.23132567829455,691557,0,0,0
876,7.252088445000001,2,BC,Hogar,126.0,10,10,26.08091,-98.27484,Clásico,UT_TRAFICO_VEHICULAR,4.9,1,148.001805,691557,0,0,1
877,11.64951088888889,2,CD,Receso,191.2,10,10,26.03791,-98.36191,Hogar Reunión,UT_DENSIDAD,5.16,1,225.7657149009475,1,0,1,1
2,9.203110275,2,C,Hogar,0.0,0,0,26.04198,-98.3562,Hogar Reunión,UT_DENSIDAD,4.9,1,187.81857704081636,11,1,3,0
879,8.876863622222224,2,C,Receso,110.0,10,10,26.09214,-98.2756,Oficinistas,UT_TRAFICO_PEATONAL,5.16,1,172.03224074074078,691557,0,0,1
881,7.651461105,2,B,Hogar,130.0,10,10,26.07699,-98.277,Oficinistas,UT_TRAFICO_VEHICULAR,4.9,1,156.1522674489796,691557,0,0,1
882,12.00778919,2,B,Receso,110.0,10,10,26.0883,-98.27013,Clásico,UT_DENSIDAD,5.16,1,232.70909282945735,691557,0,0,2
918,13.585446035,2,C,Hogar,111.75,10,10,26.07442,-98.30989,Hogar Reunión,UT_DENSIDAD,4.9,1,277.2540007142857,14,0,0,0
884,10.497140535000002,2,C,Base,122.54,8,12,26.0896,-98.27616,Oficinistas,UT_TRAFICO_PEATONAL,4.8,1,218.69042781250005,691557,0,0,1
885,11.062685,2,B,Receso,110.15,10,9,25.98226,-98.09069,Oficinistas,UT_TRAFICO_PEATONAL,5.16,1,214.3931201550388,111314,0,0,0
886,10.615915133333337,2,BC,Base,94.3,10,9,26.06934,-98.29477,Clásico,UT_TRAFICO_VEHICULAR,4.8,1,221.1648986111112,691557,0,0,0
887,6.100683930000001,2,C,Receso,188.99,0,11,26.05794,-98.29427,Oficinistas,UT_TRAFICO_VEHICULAR,5.16,1,118.23030872093024,4,3,0,1
888,14.903237370000005,2,C,Hogar,121.0,10,14,26.06334,-98.28745,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,304.1477014285715,691557,0,1,0
889,8.95789776,2,BC,Hogar,133.0,10,14,26.07191,-98.27563,Hogar Reunión,UT_DENSIDAD,4.9,1,182.81424,691557,0,0,0
891,10.982102084210528,2,C,Hogar,113.17,12,6,25.97946,-98.06868,Hogar Reunión,UT_GAS_URBANA,4.9,1,224.1245323308271,6,0,0,0
892,12.977157595,2,C,Hogar,110.0,10,10,26.0774,-98.29348,Hogar Reunión,UT_DENSIDAD,4.9,1,264.8399509183673,691557,0,0,0
893,6.942307480000001,2,BC,Hogar,124.68,10,11,26.08725,-98.30295,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,141.67974448979592,691557,0,0,0
953,13.903266325,2,C,Hogar,98.0,10,10,26.08276,-98.28998,Hogar Reunión,UT_DENSIDAD,4.9,1,283.74012908163263,691557,0,0,0
942,12.98636763,2,C,Receso,130.0,12,9,25.9883,-98.11208,Parada Técnica,UT_GAS_URBANA,5.16,1,251.67379127906975,4,0,0,0
943,16.562983765000002,2,C,Hogar,115.0,12,10,26.05403,-98.38253,Hogar Reunión,UT_DENSIDAD,4.9,1,338.0200768367347,1,3,0,1
944,12.377530635,2,C,Hogar,120.0,10,10,25.99662,-98.06202,Hogar Reunión,UT_DENSIDAD,4.9,1,252.60266602040812,3,0,0,0
945,12.608683455,2,C,Hogar,130.0,12,14,25.98966,-98.08214,Hogar Reunión,UT_DENSIDAD,4.9,1,257.32007051020406,111314,0,0,0
946,12.282592660000002,2,C,Hogar,146.0,10,12,26.03574,-98.39134,Hogar Reunión,UT_DENSIDAD,4.9,1,250.66515632653065,2,1,5,0
947,6.906391170000001,2,C,Hogar,112.0,10,11,26.0662,-98.267,Hogar Reunión,UT_DENSIDAD,4.9,1,140.94675857142855,691557,0,0,0
948,14.526522125000003,2,C,Hogar,117.0,11,11,26.05154,-98.41472,Hogar Reunión,UT_DENSIDAD,4.9,1,296.4596352040817,1,1,0,0
949,7.1429764250000005,2,C,Receso,107.0,10,10,26.06029,-98.24792,Hogar Reunión,UT_GAS_URBANA,5.16,1,138.42977567829456,5,0,0,0
951,10.58252693,2,C,Receso,130.0,12,6,26.08338,-98.30352,Oficinistas,UT_TRAFICO_PEATONAL,5.16,1,205.0877312015504,691557,0,0,0
952,11.034626672222224,2,C,Receso,130.0,10,10,26.04772,-98.30035,Hogar Reunión,UT_GAS_URBANA,5.16,1,213.84935411283385,4,1,0,0
941,9.94257925,2,C,Hogar,122.0,11,10,26.00379,-98.25312,Hogar Reunión,UT_DENSIDAD,4.9,1,202.9097806122449,7,0,0,0
954,11.982192815789476,2,C,Hogar,116.25,0,10,26.06715,-98.32452,Hogar Reunión,UT_DENSIDAD,4.9,1,244.5345472610097,14,1,1,0
955,13.158175590000004,2,C,Hogar,117.0,11,12,26.00686,-98.06271,Barrio Competido,UT_DENSIDAD,4.9,1,268.5341957142858,3,0,0,0
956,17.769830305000003,2,C,Receso,121.0,10,10,25.98349,-98.08468,Hogar Reunión,UT_DENSIDAD,5.16,1,344.37655629844966,111314,0,0,0
957,13.634538742105264,2,C,Hogar,145.0,10,13,26.03575,-98.3799,Hogar Reunión,UT_DENSIDAD,4.9,1,278.2558926960258,1,1,1,0
958,12.895472985,2,CD,Receso,125.0,10,12,25.99809,-98.08917,Parada Técnica,UT_DENSIDAD,5.16,1,249.9122671511628,4,0,0,0
959,6.10660856,2,B,Receso,118.0,11,11,26.06102,-98.29517,Clásico,UT_TRAFICO_VEHICULAR,5.16,1,118.34512713178292,691557,2,0,0
961,12.31759404,2,C,Receso,109.0,11,10,26.23095,-98.66727,Parada Técnica,UT_CARRETERA_GAS,5.16,1,238.7130627906977,7,0,0,0
962,8.121753629411765,2,C,Hogar,136.0,10,12,26.02219,-98.27036,Hogar Reunión,UT_DENSIDAD,4.9,1,165.75007406962786,10,0,0,0
963,9.508528945,2,C,Receso,132.0,11,12,26.06109,-98.35409,Hogar Reunión,UT_DENSIDAD,5.16,1,184.2738167635659,14,1,0,0
919,16.957852865,2,BC,Hogar,100.0,10,10,26.05088,-98.32233,Hogar Reunión,UT_DENSIDAD,4.9,1,346.0786298979592,979,0,0,0
921,9.489481185,2,C,Receso,132.0,10,12,26.00836,-98.20679,Parada Técnica,UT_GAS_URBANA,5.16,1,183.904674127907,2,1,0,0
922,12.510409985,2,C,Hogar,143.18,13,12,26.0662,-98.34108,Hogar Reunión,UT_TRAFICO_VEHICULAR,4.9,1,255.31448948979596,14,1,0,0
923,15.380048585,2,C,Receso,96.36,12,10,26.08281,-98.28388,Oficinistas,UT_DENSIDAD,5.16,1,298.0629570736434,691557,0,1,1
924,16.027441975000002,2,C,Hogar,105.26,12,10,26.06088,-98.28161,Hogar Reunión,UT_DENSIDAD,4.9,1,327.0906525510204,691557,0,0,0
925,10.936534075,2,A,Hogar,77.05,10,8,26.05698,-98.31215,Hogar Reunión,UT_DENSIDAD,4.9,1,223.1945729591837,979,0,0,0
