ID,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,NIVELSOCIOECONOMICO_DES_A,NIVELSOCIOECONOMICO_DES_AB,NIVELSOCIOECONOMICO_DES_B,NIVELSOCIOECONOMICO_DES_BC,NIVELSOCIOECONOMICO_DES_C,NIVELSOCIOECONOMICO_DES_CD,NIVELSOCIOECONOMICO_DES_D,ENTORNO_DES_Base,ENTORNO_DES_Hogar,ENTORNO_DES_Peatonal,ENTORNO_DES_Receso,SEGMENTO_MAESTRO_DESC_Barrio Competido,SEGMENTO_MAESTRO_DESC_Clasico,SEGMENTO_MAESTRO_DESC_Hogar Reunion,SEGMENTO_MAESTRO_DESC_Oficinistas,SEGMENTO_MAESTRO_DESC_Parada Tecnica,LID_UBICACION_TIENDA_UT_CARRETERA_GAS,LID_UBICACION_TIENDA_UT_DENSIDAD,LID_UBICACION_TIENDA_UT_GAS_URBANA,LID_UBICACION_TIENDA_UT_TRAFICO_PEATONAL,LID_UBICACION_TIENDA_UT_TRAFICO_VEHICULAR,PLAZA_CVE_1.0,PLAZA_CVE_2.0,PLAZA_CVE_3.0,PLAZA_CVE_4.0,PLAZA_CVE_5.0,PLAZA_CVE_6.0,Retble,dist_vecino
221.0,168.4,12.0,0.0,25.65854,-100.35639,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.004998659707712754
222.0,112.0,9.0,0.0,25.6544,-100.29456,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,No rentable,0.0010406243133873794
223.0,128.96,12.0,9.0,25.66976,-100.23605,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,Rentable,0.0010782392134024434
224.0,102.0,8.0,0.0,25.1895,-99.83821,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,Rentable,0.0028962044858780243
225.0,118.72,10.0,0.0,25.65933,-100.1462,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,No rentable,0.0032742785172924192
226.0,135.72,10.0,0.0,24.85948,-99.56629,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,Rentable,0.004386171611877022
227.0,98.4,10.0,0.0,24.85589,-99.56377,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,Rentable,0.004386171611877022
228.0,108.0,10.0,0.0,25.37839,-100.11195,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,Rentable,0.0024288682556413035
229.0,124.8,10.0,0.0,25.27826,-100.01964,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,Rentable,0.0027904477904920648
231.0,116.5,13.0,9.0,25.70295,-100.25852,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,Rentable,0.007235474936369474
232.0,125.0,10.0,0.0,25.60058,-99.97002,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,Rentable,0.012983316329320371
233.0,102.97,13.0,10.0,25.6675,-100.17705,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,No rentable,0.00447671729026125
234.0,111.14,12.0,0.0,25.65389,-100.34217,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,Rentable,0.0031042071165198345
235.0,126.41,12.0,9.0,25.78424,-100.26629,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,No rentable,0.0020039214185404147
236.0,130.0,12.0,0.0,25.60325,-100.25761,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,Rentable,0.006755930632175203
237.0,127.64,12.0,0.0,25.64791,-100.29759,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,Rentable,0.002980218048061918
238.0,125.16,12.0,14.0,25.67126,-100.15907,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.004653815752705724
239.0,127.58,12.0,7.0,25.76451,-100.2572,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,Rentable,0.0037109704098528405
241.0,97.31,10.0,0.0,25.67252,-100.35968,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.01298424040964309
242.0,0.0,8.0,0.0,25.65538,-100.29421,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,Rentable,0.0010406243133873794
243.0,149.7,11.0,0.0,25.63751,-100.31216,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,Rentable,0.017900974792852298
244.0,128.0,12.0,9.0,25.80301,-100.22456,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,Rentable,0.004660000126457575
245.0,116.0,10.0,8.0,25.73065,-100.18657,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.0026989808760776862
246.0,100.57,14.0,0.0,25.64233,-100.27841,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.0004110966875250176
247.0,104.6,13.0,10.0,25.69494,-100.21911,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.007473647048494692
248.0,100.28,13.0,7.0,25.70751,-100.19946,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,Rentable,0.007314403608214061
249.0,110.0,10.0,0.0,25.64624,-100.09664,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,Rentable,0.003378165088746884
251.0,110.94,14.0,0.0,25.66742,-100.28471,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.004323389927036903
252.0,120.8,15.0,0.0,25.6321,-100.27243,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.006262603296649429
253.0,117.0,12.0,11.0,25.72968,-100.17269,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.00300695856062841
254.0,113.0,12.0,7.0,25.66872,-100.2344,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,Rentable,0.0018324017536739978
255.0,120.0,12.0,8.0,25.77606,-100.25501,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,Rentable,0.0016282809732838259
256.0,95.0,10.0,0.0,25.65545,-100.12373,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,No rentable,0.008636393942641566
257.0,106.0,12.0,14.0,25.66678,-100.16033,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.003910626626923349
258.0,101.0,12.0,0.0,25.58928,-100.25288,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,Rentable,0.0035535476535153818
259.0,99.08,10.0,0.0,25.67765,-100.2596,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,No rentable,0.00018248353079309374
261.0,112.38,11.0,0.0,25.66352,-100.40939,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,Rentable,0.006737313998034555
262.0,122.83,14.0,0.0,25.65916,-100.36804,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,Rentable,0.00276739986263018
263.0,144.12,13.0,12.0,25.67809,-100.16256,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.004772850412738777
264.0,117.0,13.0,9.0,25.68144,-100.16911,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.0015864738440637244
265.0,104.01,13.0,9.0,25.78422,-100.19039,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,No rentable,0.0010149371099761925
266.0,156.95,13.0,7.0,25.76677,-100.20124,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,No rentable,0.007978997426459048
267.0,118.0,12.0,13.0,25.67022,-100.18105,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.0042582272676324456
268.0,121.2,13.0,9.0,25.69481,-100.23052,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,Rentable,0.0017000009083515345
269.0,118.0,12.0,6.0,25.77694,-100.25638,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,No rentable,0.0016282809732838259
271.0,117.2,13.0,0.0,25.63876,-100.38256,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.007245170672312207
272.0,100.58,12.0,7.0,25.70058,-100.2018,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.006338083345744558
273.0,108.72,13.0,11.0,25.76794,-100.24138,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,Rentable,0.005656589274878522
274.0,105.3,14.0,0.0,25.56632,-100.23881,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,No rentable,0.0008405361035109803
275.0,95.3,13.0,6.0,25.73766,-100.16116,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,No rentable,0.004497577215610572
276.0,109.82,17.0,0.0,25.66113,-100.39875,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.0017805898880342524
277.0,105.66,12.0,0.0,25.27453,-100.01677,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,Rentable,0.0003522765008732665
278.0,112.52,12.0,0.0,25.65557,-100.08114,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,Rentable,0.0017799155270285022
279.0,104.2,13.0,12.0,25.67484,-100.24412,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.0047843181991703435
281.0,121.54,13.0,8.0,25.69659,-100.25507,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.003940113950081007
282.0,114.0,13.0,0.0,24.85018,-99.5719,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,Rentable,0.0049306493178306
283.0,98.26,13.0,9.0,25.76396,-100.24963,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,Rentable,0.004465926590201177
284.0,124.6,18.0,0.0,25.53601,-100.21905,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,Rentable,0.00810217857010049
285.0,130.46,13.0,7.0,25.64192,-100.26826,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.003064376254406177
286.0,106.0,10.0,0.0,25.65147,-100.10713,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,Rentable,0.004678226200077931
287.0,105.34,17.0,0.0,25.58131,-100.25847,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,Rentable,0.009734937014627965
288.0,104.0,13.0,11.0,25.67442,-100.20493,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,Rentable,0.002190205619628819
289.0,114.04,13.0,9.0,25.70314,-100.23122,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,No rentable,0.006984876581760691
291.0,108.91,13.0,10.0,25.68419,-100.24388,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.0033937738346961617
292.0,114.0,13.0,11.0,25.72188,-100.20232,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,Rentable,0.007932345142496229
293.0,103.0,10.0,0.0,25.64159,-100.09377,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,Rentable,0.0021715434327788568
294.0,100.0,10.0,0.0,25.65195,-100.08189,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,Rentable,0.0029666479651461303
295.0,108.0,16.0,0.0,25.65979,-100.39622,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.0028629525353408647
296.0,86.0,13.0,5.0,25.66105,-100.25257,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,Rentable,0.005811790031042397
297.0,83.0,11.0,0.0,25.63888,-100.17997,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,No rentable,0.0025914091665891173
298.0,103.3,13.0,5.0,25.67933,-100.24593,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,Rentable,0.0026542416451080346
299.0,94.0,10.0,9.0,25.68426,-100.21374,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,Rentable,0.0011511737849217588
301.0,120.0,10.0,10.0,25.64824,-100.1831,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.004493606311902118
302.0,130.0,13.0,13.0,25.67635,-100.26692,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,Rentable,0.0023037573927249823
303.0,88.0,12.0,0.0,25.65706,-100.38443,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.0026599438443507552
304.0,108.0,10.0,9.0,25.78333,-100.22558,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,Rentable,0.013946469098638708
305.0,84.0,10.0,9.0,25.6634,-100.1497,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.000806597643782605
306.0,182.0,13.0,4.0,25.67946,-100.2584,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.0009976472672828776
307.0,114.0,13.0,9.0,25.66859,-100.26665,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.0037001216509970625
308.0,112.5,12.0,0.0,25.64252,-100.33347,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.0067201932721695015
309.0,77.0,14.0,0.0,25.65671,-100.36253,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,Rentable,0.0032919599702096567
311.0,101.0,10.0,0.0,25.59757,-100.26299,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,Rentable,0.0038227996609651784
312.0,128.0,13.0,11.0,25.64689,-100.17775,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.005388228154721962
313.0,101.0,13.0,9.0,25.66092,-100.1955,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,No rentable,0.004311020586633166
314.0,107.0,13.0,13.0,25.67509,-100.26958,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.0016037768327693653
315.0,93.0,10.0,7.0,25.65235,-100.26606,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.003268409543263174
316.0,98.0,9.0,0.0,25.65519,-100.35268,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.004998659707712754
317.0,104.0,13.0,11.0,25.66909,-100.26294,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.003743541359111458
318.0,107.0,10.0,8.0,25.74066,-100.16799,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.0018900001237734066
319.0,109.81,10.0,11.0,25.83017,-100.24536,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,Rentable,0.014005856017145211
321.0,102.0,10.0,9.0,25.70853,-100.15266,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.002930256172460617
322.0,100.0,10.0,9.0,25.65836,-100.22371,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.0012767530175895575
323.0,103.0,11.0,7.0,25.65474,-100.19161,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.004172972383704005
324.0,97.0,13.0,5.0,25.69969,-100.21334,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.0047042533633427554
325.0,103.0,10.0,9.0,25.68066,-100.1747,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.0027436654844688996
326.0,118.0,12.0,4.0,25.7292,-100.17807,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.0024046825554062106
327.0,98.0,10.0,9.0,25.67151,-100.25856,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.0029871889934625293
328.0,116.0,10.0,6.0,25.69583,-100.23188,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,No rentable,0.0017000009083515345
329.0,71.0,13.0,5.0,25.70334,-100.239,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,Rentable,0.0037434208537958837
331.0,74.0,10.0,0.0,25.67091,-100.39667,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,Rentable,0.006825042188658741
332.0,136.0,13.0,6.0,25.69665,-100.14323,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.007705802845814324
333.0,124.0,10.0,0.0,25.57929,-100.2484,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,Rentable,0.006991881055275265
334.0,117.0,10.0,9.0,25.77734,-100.18229,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,Rentable,0.001996021434696188
335.0,119.72,13.0,0.0,25.68401,-100.17951,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.0041329527229986215
336.0,105.0,10.0,0.0,25.63963,-100.28821,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.0075799011373922556
337.0,106.0,10.0,0.0,25.66014,-100.28657,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,Rentable,0.002918989111175935
338.0,99.0,10.0,0.0,25.61578,-100.27783,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.007100147877418758
339.0,113.0,10.0,11.0,25.77858,-100.12156,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,Rentable,0.023825014191753806
341.0,81.0,10.0,0.0,25.66711,-100.29076,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.0060579369858630265
342.0,90.0,10.0,7.0,25.65693,-100.17219,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.005874870345071748
343.0,113.0,11.0,11.0,25.6585,-100.1898,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.004172972383704005
344.0,113.11,10.0,12.0,25.65219,-100.20159,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,Rentable,0.0016800298781957587
345.0,97.5,10.0,7.0,25.64527,-100.37938,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.006284265979798304
346.0,90.0,10.0,4.0,25.74205,-100.19846,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.005603936188929666
347.0,118.0,10.0,0.0,25.62776,-100.15437,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,Rentable,0.008051862934671477
348.0,100.0,10.0,11.0,25.69414,-100.1901,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.0052833703450575285
349.0,0.0,10.0,0.0,25.65609,-100.33998,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,Rentable,0.0031042071165198345
351.0,93.0,10.0,7.0,25.67929,-100.26519,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,Rentable,0.0021631461077538487
352.0,105.0,10.0,8.0,25.74532,-100.17814,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,Rentable,0.0022063996780926276
353.0,97.45,13.0,10.0,25.75508,-100.1333,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,Rentable,0.004124585079624207
354.0,101.0,10.0,10.0,25.65599,-100.18227,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,Rentable,0.005223112032414236
355.0,90.0,10.0,6.0,25.66743,-100.25439,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,Rentable,0.004905802650044551
356.0,77.0,10.0,8.0,25.66098,-100.26814,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,Rentable,0.004430180484423837
357.0,99.48,13.0,17.0,25.64439,-100.18586,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,Rentable,0.004737098183598133
358.0,93.0,10.0,11.0,25.70128,-100.16365,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,No rentable,0.005611996164019801
359.0,66.24,10.0,9.0,25.79337,-100.23526,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,Rentable,0.011375904393055192
361.0,93.0,12.0,5.0,25.71936,-100.16773,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Rentable,0.0010495704705647002
362.0,96.0,10.0,11.0,25.81464,-100.217,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,Rentable,0.004725473656030419
363.0,115.79,13.0,11.0,25.81966,-100.25688,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,Rentable,0.003272002794251191
364.0,108.21,10.0,12.0,25.74235,-100.21792,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Rentable,0.006442739944579541
365.0,97.54,13.0,5.0,25.6751,-100.21091,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,Rentable,0.0038537515384005046
366.0,100.0,10.0,7.0,25.66606,-100.26935,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,Rentable,0.0037001216509970625
367.0,0.0,10.0,0.0,25.64841,-100.28547,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Rentable,0.004860792015202975
368.0,92.06,13.0,5.0,25.76541,-100.14872,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,Rentable,0.00317623976406528
369.0,95.22,13.0,9.0,25.76323,-100.14641,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,Rentable,0.00317623976406528
371.0,95.0,10.0,4.0,25.77614,-100.18724,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,Rentable,0.002661015555550097
372.0,80.56,12.0,11.0,25.65999,-100.23217,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,Rentable,0.00430512459312303
373.0,108.32,13.0,7.0,25.75829,-100.13589,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,Rentable,0.004124585079624207
374.0,107.92,13.0,11.0,25.72258,-100.14044,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,Rentable,0.001144376595351142
