TIENDA_ID,MES_ID,VENTA_TOTAL,ENTORNO_DES,Meta_venta
708,202412,547090.83,Base,480000
745,202412,328495.35,Base,480000
842,202412,252720.33,Hogar,490000
866,202412,255939.79,Receso,516000
488,202412,286048.34,Hogar,490000
812,202411,551403.04,Hogar,490000
874,202411,663647.02,Base,480000
131,202411,858718.05,Hogar,490000
631,202411,851842.69,Hogar,490000
399,202411,537782.66,Hogar,490000
847,202411,314988.5,Hogar,490000
99,202411,1008819.25,Hogar,490000
922,202411,1352555.58,Hogar,490000
281,202411,1923095.04,Hogar,490000
253,202411,801893.8,Hogar,490000
612,202405,1704382.95,Hogar,490000
669,202412,662686.71,Base,480000
771,202412,387470.37,Hogar,490000
305,202412,451408.78,Base,480000
476,202412,432495.37,Base,480000
580,202412,495631.36,Base,480000
590,202412,425795.41,Hogar,490000
566,202412,237180.87,Hogar,490000
676,202412,605022.78,Hogar,490000
703,202412,561858.31,Hogar,490000
1034,202412,639340.41,Hogar,490000
738,202412,634801.71,Base,480000
1002,202412,696895.99,Hogar,490000
787,202412,355586.97,Hogar,490000
624,202412,514422.82,Hogar,490000
1016,202412,551276.52,Hogar,490000
723,202412,433793.2,Hogar,490000
392,202412,603930.01,Receso,516000
792,202412,473698.99,Peatonal,420000
823,202412,439579.41,Hogar,490000
755,202411,992375.81,Hogar,490000
1001,202411,1023949.45,Hogar,490000
177,202411,723197.63,Base,480000
424,202411,800212.79,Hogar,490000
840,202411,702628.53,Hogar,490000
757,202411,916435.57,Receso,516000
502,202411,934065.6,Base,480000
1015,202411,884913.24,Hogar,490000
1025,202405,1292314.49,Hogar,490000
492,202405,1042627.33,Base,480000
368,202412,505516.26,Hogar,490000
1030,202411,484510.77,Receso,516000
430,202411,1343619.22,Hogar,490000
38,202411,648025.96,Receso,516000
237,202411,1510135.23,Hogar,490000
740,202411,714285.91,Hogar,490000
906,202411,2077807.1,Hogar,490000
402,202411,505613.3,Hogar,490000
476,202411,900496.2,Base,480000
828,202411,658104.14,Hogar,490000
696,202411,1430300.51,Hogar,490000
887,202411,595928.15,Receso,516000
1021,202411,802385.15,Hogar,490000
293,202411,986079.69,Base,480000
389,202406,1639719.83,Base,480000
539,202406,1406939.45,Base,480000
110,202406,1950766.13,Hogar,490000
652,202406,836153.92,Base,480000
58,202406,690188.3,Receso,516000
698,202406,587042.15,Hogar,490000
718,202406,960944.93,Hogar,490000
100,202406,1541220.47,Hogar,490000
936,202406,1180994.73,Receso,516000
150,202406,1157193.34,Peatonal,420000
1023,202406,1223933.18,Hogar,490000
293,202406,1171963.45,Base,480000
685,202406,1076996.25,Base,480000
272,202406,1598171.94,Hogar,490000
724,202406,858729.35,Hogar,490000
247,202406,905763.4,Hogar,490000
970,202406,1036169.59,Peatonal,420000
604,202406,1854239.94,Hogar,490000
267,202406,1046590.53,Base,480000
931,202406,1422953.95,Hogar,490000
359,202406,1169061.39,Hogar,490000
447,202406,685667.3,Hogar,490000
854,202407,722712.57,Hogar,490000
902,202407,848423.76,Hogar,490000
727,202407,1154749.94,Hogar,490000
975,202407,1317346.67,Hogar,490000
5,202407,1839386.54,Hogar,490000
214,202407,1401792.66,Receso,516000
870,202407,734843.35,Hogar,490000
475,202407,988363.47,Hogar,490000
496,202407,1403691.71,Base,480000
890,202407,982785.68,Hogar,490000
885,202407,1125554.9,Receso,516000
657,202407,1573937.37,Base,480000
753,202407,647791.07,Hogar,490000
542,202407,1099281.99,Hogar,490000
760,202407,1077819.48,Hogar,490000
391,202407,1012127.46,Base,480000
458,202407,854466.04,Hogar,490000
483,202407,1235670.69,Hogar,490000
59,202407,901932.34,Base,480000
1043,202407,1603021.14,Hogar,490000
380,202407,1071984.66,Base,480000
838,202407,1046608.36,Base,480000
54,202407,1153178.25,Base,480000
968,202407,904681.78,Hogar,490000
386,202407,831657.99,Hogar,490000
410,202407,839941.64,Base,480000
169,202407,1471845.27,Base,480000
590,202402,800406.55,Hogar,490000
107,202402,1256743.44,Hogar,490000
735,202402,1129627.76,Hogar,490000
136,202402,1750531.59,Hogar,490000
839,202402,724950.07,Peatonal,420000
394,202402,841573.13,Hogar,490000
528,202402,761817.2,Hogar,490000
63,202402,1131986.0,Hogar,490000
129,202402,915445.78,Base,480000
599,202402,912214.61,Hogar,490000
467,202402,1597495.37,Hogar,490000
1021,202402,877466.36,Hogar,490000
760,202402,976907.05,Hogar,490000
90,202402,1055241.0,Hogar,490000
639,202402,1023712.68,Hogar,490000
661,202402,576143.7,Hogar,490000
1016,202402,1263651.67,Hogar,490000
286,202402,838635.03,Receso,516000
277,202402,773493.87,Receso,516000
665,202407,1312323.55,Hogar,490000
1027,202407,1053228.36,Hogar,490000
243,202407,1815106.22,Receso,516000
47,202407,912661.56,Hogar,490000
263,202407,979467.86,Hogar,490000
956,202407,2007659.57,Receso,516000
172,202407,1299884.88,Receso,516000
689,202402,947082.18,Hogar,490000
566,202402,459156.82,Hogar,490000
104,202402,260256.18,Hogar,490000
513,202402,1076771.43,Hogar,490000
812,202402,499980.22,Hogar,490000
410,202402,60261.81,Base,480000
1050,202402,989660.62,Hogar,490000
462,202402,640855.39,Base,480000
405,202402,5621.97,Base,480000
419,202403,1264929.71,Hogar,490000
440,202403,848898.68,Hogar,490000
588,202403,1119882.13,Base,480000
592,202403,922818.27,Hogar,490000
1016,202403,1475857.4,Hogar,490000
340,202403,846702.56,Hogar,490000
758,202403,891864.7,Base,480000
499,202403,739059.13,Hogar,490000
496,202403,1428233.73,Base,480000
189,202403,804784.23,Base,480000
226,202403,1408640.35,Receso,516000
360,202406,1357464.82,Hogar,490000
679,202406,772433.75,Hogar,490000
188,202406,852744.26,Receso,516000
70,202406,1102953.31,Receso,516000
658,202406,647504.72,Base,480000
914,202406,1684033.57,Receso,516000
18,202407,1402270.25,Hogar,490000
1010,202407,1851909.58,Hogar,490000
733,202407,1207926.02,Base,480000
370,202402,949523.53,Hogar,490000
374,202402,1524477.73,Base,480000
2,202402,810243.42,Hogar,490000
368,202402,939922.54,Hogar,490000
218,202402,2036739.75,Hogar,490000
373,202407,1030378.75,Hogar,490000
272,202407,1563757.18,Hogar,490000
645,202407,1014099.77,Hogar,490000
914,202407,1845151.39,Receso,516000
525,202407,545359.88,Base,480000
1023,202402,995195.56,Hogar,490000
409,202402,738386.73,Hogar,490000
811,202402,644446.89,Hogar,490000
769,202402,986849.61,Base,480000
545,202402,787292.27,Base,480000
885,202402,1025480.04,Receso,516000
365,202402,1205858.14,Base,480000
918,202403,1342320.11,Hogar,490000
302,202403,1379725.71,Base,480000
775,202403,673449.5,Hogar,490000
471,202405,1021117.32,Base,480000
833,202412,472959.03,Hogar,490000
16,202412,383641.15,Hogar,490000
853,202412,492823.25,Hogar,490000
791,202411,776949.93,Hogar,490000
219,202411,2419170.59,Hogar,490000
335,202411,873563.13,Hogar,490000
279,202411,1071826.62,Hogar,490000
645,202411,808170.58,Hogar,490000
741,202411,1012604.89,Hogar,490000
660,202411,527024.52,Base,480000
673,202406,720291.07,Base,480000
75,202406,1524785.04,Receso,516000
848,202406,778145.66,Hogar,490000
1021,202406,1032809.69,Hogar,490000
670,202406,939782.99,Base,480000
496,202406,1377307.38,Base,480000
805,202406,921224.4,Hogar,490000
235,202406,794892.63,Base,480000
311,202406,1423771.21,Receso,516000
852,202406,145651.5,Hogar,490000
1040,202406,1351538.26,Hogar,490000
462,202406,916585.44,Base,480000
211,202406,1200619.44,Hogar,490000
137,202407,957652.81,Hogar,490000
728,202407,981887.1,Hogar,490000
481,202407,967855.62,Hogar,490000
952,202407,1349559.77,Receso,516000
180,202407,1200751.64,Base,480000
455,202407,673934.05,Hogar,490000
1056,202407,1476933.77,Hogar,490000
835,202407,683129.23,Hogar,490000
430,202407,2212092.12,Hogar,490000
487,202407,605372.7,Hogar,490000
808,202407,769852.16,Base,480000
161,202407,1344398.36,Base,480000
419,202407,262666.35,Hogar,490000
825,202407,594033.32,Hogar,490000
792,202407,932528.47,Peatonal,420000
867,202407,377492.34,Base,480000
847,202407,391194.93,Hogar,490000
117,202402,469861.97,Base,480000
700,202402,666302.5,Hogar,490000
296,202402,1208019.32,Hogar,490000
215,202402,1177766.89,Receso,516000
688,202402,478329.56,Base,480000
304,202402,687643.05,Base,480000
593,202402,794900.19,Hogar,490000
532,202402,513711.16,Hogar,490000
51,202402,1288989.11,Base,480000
686,202407,1228170.28,Hogar,490000
994,202407,1341860.44,Hogar,490000
1042,202407,1305635.22,Hogar,490000
711,202407,657007.49,Hogar,490000
58,202402,565194.09,Receso,516000
205,202402,972327.6,Receso,516000
658,202402,552803.01,Base,480000
840,202402,441526.09,Hogar,490000
376,202402,563303.88,Hogar,490000
920,202402,654656.58,Receso,516000
635,202403,1076809.97,Base,480000
413,202403,1389334.6,Base,480000
898,202403,713029.13,Hogar,490000
484,202403,1608224.34,Hogar,490000
697,202403,967915.26,Base,480000
996,202403,1222403.97,Hogar,490000
115,202403,1123308.33,Receso,516000
506,202403,830660.83,Hogar,490000
476,202403,932637.1,Base,480000
780,202403,1360628.67,Receso,516000
794,202403,617092.14,Hogar,490000
441,202407,938091.05,Hogar,490000
212,202407,1860894.55,Base,480000
915,202402,1145121.56,Hogar,490000
785,202402,978119.1,Peatonal,420000
355,202407,1452613.81,Hogar,490000
706,202407,1039174.01,Hogar,490000
184,202407,204880.79,Hogar,490000
248,202402,794906.7,Base,480000
758,202402,768688.11,Base,480000
889,202403,888468.35,Hogar,490000
275,202403,787495.57,Hogar,490000
1013,202406,406419.72,Hogar,490000
969,202407,952792.89,Receso,516000
936,202402,916836.02,Receso,516000
737,202402,556706.08,Base,480000
125,202407,1366544.96,Hogar,490000
315,202407,1318466.62,Hogar,490000
103,202402,1045044.39,Hogar,490000
750,202402,813392.21,Hogar,490000
309,202402,1496339.97,Receso,516000
430,202403,2149215.5,Hogar,490000
167,202402,1455356.29,Hogar,490000
576,202403,737414.64,Hogar,490000
917,202402,891565.1,Hogar,490000
502,202403,1116232.7,Base,480000
934,202403,1136883.44,Hogar,490000
65,202403,2047486.26,Hogar,490000
504,202403,1365893.43,Hogar,490000
234,202403,1550748.5,Receso,516000
276,202403,1480498.57,Receso,516000
7,202403,918317.38,Hogar,490000
574,202403,642813.61,Hogar,490000
68,202403,1133162.58,Hogar,490000
76,202403,887878.12,Hogar,490000
93,202403,679676.84,Receso,516000
107,202403,1635049.72,Hogar,490000
339,202407,1611069.77,Peatonal,420000
656,202403,582574.09,Base,480000
770,202403,339529.33,Receso,516000
824,202403,556377.92,Hogar,490000
509,202407,650246.65,Base,480000
116,202402,1275940.21,Hogar,490000
61,202402,1552811.3,Base,480000
28,202406,1014024.05,Hogar,490000
1041,202403,1814640.15,Hogar,490000
25,202403,336816.8,Base,480000
39,202403,731063.11,Receso,516000
40,202403,2264184.94,Receso,516000
17,202403,723708.25,Base,480000
706,202403,838978.46,Hogar,490000
789,202403,965983.5,Hogar,490000
836,202403,731825.21,Hogar,490000
242,202403,876291.26,Receso,516000
857,202403,353429.45,Hogar,490000
846,202403,434396.38,Hogar,490000
626,202402,804472.87,Hogar,490000
59,202403,1197773.59,Base,480000
650,202403,991990.63,Hogar,490000
607,202403,523811.02,Base,480000
566,202403,613008.52,Hogar,490000
347,202403,866226.05,Hogar,490000
433,202301,695227.25,Base,480000
464,202301,545561.06,Hogar,490000
356,202301,1145964.57,Hogar,490000
160,202301,1733377.63,Base,480000
351,202301,739392.02,Base,480000
635,202301,907277.85,Base,480000
330,202301,1234043.94,Hogar,490000
246,202301,528623.79,Base,480000
974,202301,832644.43,Hogar,490000
1014,202301,1367570.61,Hogar,490000
228,202301,1211513.89,Base,480000
34,202301,830522.27,Base,480000
750,202301,747924.21,Hogar,490000
230,202301,788779.4,Hogar,490000
997,202301,1466337.56,Hogar,490000
258,202301,1543377.0,Hogar,490000
143,202301,755663.68,Hogar,490000
890,202301,781583.48,Hogar,490000
526,202301,736987.66,Base,480000
590,202301,775631.53,Hogar,490000
712,202301,642100.76,Base,480000
106,202301,1629768.4,Hogar,490000
449,202301,925056.14,Hogar,490000
669,202301,1340652.09,Base,480000
919,202301,1362478.81,Hogar,490000
605,202301,780995.73,Base,480000
113,202301,1303523.22,Hogar,490000
978,202301,537998.33,Receso,516000
1038,202301,334566.32,Hogar,490000
759,202301,757302.91,Hogar,490000
769,202301,715129.36,Base,480000
499,202301,667077.56,Hogar,490000
370,202301,927556.18,Hogar,490000
358,202301,723756.56,Base,480000
454,202301,777520.33,Hogar,490000
662,202301,1059126.09,Receso,516000
1012,202301,713424.3,Hogar,490000
898,202301,570683.68,Hogar,490000
790,202301,388226.57,Hogar,490000
511,202301,631436.18,Hogar,490000
100,202301,1097434.19,Hogar,490000
379,202301,826205.4,Hogar,490000
109,202301,531453.77,Hogar,490000
125,202301,1317844.9,Hogar,490000
564,202301,983922.35,Hogar,490000
796,202301,427916.94,Base,480000
609,202301,905534.15,Hogar,490000
515,202301,878305.68,Hogar,490000
710,202301,513449.19,Hogar,490000
666,202301,803703.21,Hogar,490000
707,202301,773078.39,Hogar,490000
438,202301,663674.02,Hogar,490000
213,202301,1004275.22,Receso,516000
665,202301,1130639.69,Hogar,490000
700,202301,677472.83,Hogar,490000
42,202301,630944.06,Hogar,490000
724,202301,464963.04,Hogar,490000
90,202301,874384.33,Hogar,490000
541,202301,1178940.55,Hogar,490000
932,202301,872804.93,Receso,516000
99,202301,1012137.12,Hogar,490000
783,202301,454261.92,Hogar,490000
36,202301,987016.47,Hogar,490000
22,202301,735906.74,Hogar,490000
1055,202301,855822.95,Hogar,490000
121,202301,570854.17,Hogar,490000
168,202301,934912.25,Receso,516000
950,202301,1140358.39,Hogar,490000
431,202301,938735.13,Hogar,490000
944,202301,1016313.31,Hogar,490000
1009,202301,830618.69,Hogar,490000
360,202301,1125386.66,Hogar,490000
779,202301,822726.57,Base,480000
630,202301,604895.62,Base,480000
427,202301,967103.32,Hogar,490000
132,202301,1668821.92,Hogar,490000
179,202301,1353779.14,Hogar,490000
893,202302,582472.45,Hogar,490000
908,202302,725379.05,Hogar,490000
733,202302,706291.54,Base,480000
1031,202302,835328.5,Hogar,490000
456,202302,841530.49,Hogar,490000
478,202302,960360.95,Hogar,490000
751,202302,1043242.64,Hogar,490000
37,202302,546790.44,Hogar,490000
529,202302,558718.85,Hogar,490000
549,202302,881423.83,Hogar,490000
755,202302,565148.07,Hogar,490000
674,202302,774974.2,Hogar,490000
96,202302,1153376.44,Base,480000
928,202302,798714.75,Receso,516000
208,202302,914950.86,Base,480000
160,202302,1661463.12,Base,480000
1024,202302,720390.41,Hogar,490000
295,202302,1429427.6,Receso,516000
746,202302,610532.88,Hogar,490000
894,202302,1054669.63,Hogar,490000
15,202302,357601.94,Receso,516000
940,202302,941357.5,Hogar,490000
1049,202302,852723.37,Hogar,490000
548,202302,957801.98,Base,480000
878,202302,658512.24,Hogar,490000
669,202302,1316310.2,Base,480000
1042,202302,838953.06,Hogar,490000
46,202302,661050.78,Hogar,490000
239,202302,1078074.03,Hogar,490000
8,202302,701578.9,Base,480000
221,202302,1652691.89,Receso,516000
211,202302,1219688.95,Hogar,490000
378,202302,1174411.58,Hogar,490000
358,202302,696378.52,Base,480000
373,202302,930796.26,Hogar,490000
910,202302,1013509.79,Hogar,490000
196,202302,1770900.64,Receso,516000
148,202302,1054852.34,Base,480000
111,202302,558189.75,Base,480000
979,202302,771245.63,Hogar,490000
395,202302,1057575.84,Hogar,490000
348,202302,1284520.21,Hogar,490000
675,202302,578451.08,Base,480000
715,202302,638872.76,Hogar,490000
1018,202302,1333301.97,Hogar,490000
689,202302,779504.9,Hogar,490000
420,202302,889162.52,Receso,516000
253,202302,949221.21,Hogar,490000
171,202302,1077820.59,Hogar,490000
123,202302,1686996.21,Hogar,490000
905,202302,1122277.63,Hogar,490000
405,202302,664582.22,Base,480000
980,202302,656371.87,Receso,516000
49,202302,1348067.81,Receso,516000
109,202302,550405.15,Hogar,490000
385,202302,1017066.59,Hogar,490000
32,202302,618036.05,Hogar,490000
384,202302,1075448.26,Hogar,490000
909,202302,565179.19,Hogar,490000
115,202302,720497.26,Receso,516000
138,202302,636542.28,Receso,516000
308,202303,2679867.22,Hogar,490000
203,202303,829859.46,Base,480000
939,202303,928196.92,Receso,516000
445,202303,1358555.37,Base,480000
142,202303,1500694.13,Hogar,490000
52,202303,766385.78,Base,480000
261,202303,1663966.47,Base,480000
1056,202303,1178939.98,Hogar,490000
903,202303,623946.98,Receso,516000
956,202303,1570673.39,Receso,516000
505,202303,746762.93,Base,480000
146,202303,1263438.18,Base,480000
588,202303,1078673.55,Base,480000
683,202303,410129.39,Hogar,490000
1013,202303,1305212.37,Hogar,490000
602,202303,1240933.44,Hogar,490000
619,202303,689880.8,Hogar,490000
573,202303,565740.81,Hogar,490000
443,202303,1387489.7,Hogar,490000
489,202303,768504.69,Hogar,490000
654,202303,1415693.86,Base,480000
960,202303,1146916.46,Hogar,490000
195,202303,690908.97,Hogar,490000
1017,202303,1282300.41,Hogar,490000
46,202303,783867.88,Hogar,490000
316,202303,1746304.22,Base,480000
508,202303,1483460.23,Hogar,490000
750,202303,855957.43,Hogar,490000
50,202303,1351873.54,Hogar,490000
677,202303,635286.91,Hogar,490000
276,202303,1384523.32,Receso,516000
1035,202303,1641665.92,Hogar,490000
535,202303,374472.6,Base,480000
459,202303,1779756.03,Hogar,490000
281,202303,1706166.25,Hogar,490000
561,202303,841612.58,Hogar,490000
735,202303,1081941.53,Hogar,490000
522,202303,1416988.47,Receso,516000
716,202303,998231.07,Hogar,490000
521,202303,1459725.74,Receso,516000
402,202303,1043918.78,Hogar,490000
795,202303,700978.02,Receso,516000
488,202303,691903.35,Hogar,490000
294,202303,947316.09,Hogar,490000
336,202303,1393643.13,Base,480000
138,202303,537462.21,Receso,516000
290,202303,1499504.83,Base,480000
60,202304,934599.53,Hogar,490000
459,202304,1706659.12,Hogar,490000
732,202304,486797.88,Hogar,490000
783,202304,531547.59,Hogar,490000
50,202304,1385023.63,Hogar,490000
630,202304,668045.49,Base,480000
565,202304,846549.35,Hogar,490000
270,202304,2160111.82,Receso,516000
20,202304,1091408.0,Base,480000
422,202304,1044503.86,Base,480000
512,202304,1314695.52,Hogar,490000
262,202304,1352728.88,Receso,516000
500,202304,909648.27,Hogar,490000
219,202304,2787588.87,Hogar,490000
138,202304,438591.06,Receso,516000
180,202304,930842.58,Base,480000
1049,202304,972218.72,Hogar,490000
309,202304,1555436.15,Receso,516000
501,202304,981221.37,Hogar,490000
1031,202304,899468.44,Hogar,490000
659,202304,619705.99,Base,480000
592,202304,764626.12,Hogar,490000
205,202304,1224502.91,Receso,516000
95,202304,1201163.12,Hogar,490000
152,202304,1019429.41,Hogar,490000
988,202304,1303577.47,Hogar,490000
160,202304,2231320.8,Base,480000
811,202304,598345.43,Hogar,490000
996,202301,876446.16,Hogar,490000
334,202301,1410252.34,Receso,516000
595,202301,1034011.07,Base,480000
960,202301,1076548.03,Hogar,490000
727,202301,825969.65,Hogar,490000
1035,202302,1450270.23,Hogar,490000
425,202302,1216730.17,Hogar,490000
775,202302,407439.5,Hogar,490000
725,202303,801689.05,Hogar,490000
99,202303,1061069.53,Hogar,490000
924,202303,1540935.24,Hogar,490000
920,202303,798002.5,Receso,516000
796,202303,643413.48,Base,480000
119,202303,1441731.36,Hogar,490000
707,202303,783195.24,Hogar,490000
98,202303,1204861.09,Receso,516000
122,202303,1084237.5,Base,480000
968,202303,742420.73,Hogar,490000
1039,202304,1159128.99,Hogar,490000
692,202304,968876.82,Hogar,490000
521,202304,1353169.94,Receso,516000
536,202304,852562.25,Hogar,490000
494,202304,1402756.4,Base,480000
84,202304,1546188.61,Hogar,490000
397,202304,704071.52,Hogar,490000
392,202304,994297.58,Receso,516000
360,202304,1197939.02,Hogar,490000
355,202304,1295669.14,Hogar,490000
8,202304,824287.22,Base,480000
237,202304,1304823.4,Hogar,490000
377,202304,916555.2,Base,480000
242,202304,685538.0,Receso,516000
950,202304,1337650.02,Hogar,490000
496,202304,1171004.0,Base,480000
894,202304,1151290.63,Hogar,490000
787,202304,473271.37,Hogar,490000
597,202304,1111041.6,Hogar,490000
657,202304,1317048.43,Base,480000
141,202304,1241417.04,Hogar,490000
241,202304,958698.12,Receso,516000
268,202304,1212576.5,Base,480000
333,202304,1765009.46,Hogar,490000
416,202304,1429874.71,Hogar,490000
200,202305,1482065.36,Hogar,490000
624,202305,1087771.61,Hogar,490000
890,202305,927369.12,Hogar,490000
297,202305,754756.1,Hogar,490000
663,202305,419964.24,Base,480000
21,202305,1169675.27,Hogar,490000
267,202305,1018178.77,Base,480000
625,202305,1076903.71,Hogar,490000
260,202305,1557712.01,Hogar,490000
458,202305,867159.35,Hogar,490000
309,202305,1710887.57,Receso,516000
532,202305,705022.33,Hogar,490000
511,202305,731825.86,Hogar,490000
404,202305,1227063.34,Base,480000
193,202305,830912.59,Hogar,490000
402,202305,1118090.78,Hogar,490000
687,202305,1270342.8,Hogar,490000
751,202305,1165973.24,Hogar,490000
38,202305,930324.49,Receso,516000
672,202305,1148944.49,Base,480000
933,202305,1458516.24,Hogar,490000
711,202305,515172.7,Hogar,490000
770,202305,337662.63,Receso,516000
420,202305,973299.98,Receso,516000
620,202305,857819.32,Base,480000
920,202305,886407.82,Receso,516000
939,202305,982773.7,Receso,516000
261,202305,1856208.77,Base,480000
653,202305,885885.62,Hogar,490000
1035,202305,1785379.81,Hogar,490000
482,202305,1293729.04,Receso,516000
639,202305,1087525.34,Hogar,490000
480,202305,646705.91,Hogar,490000
562,202305,751611.47,Hogar,490000
163,202305,831540.52,Base,480000
473,202305,1255026.63,Hogar,490000
31,202305,1550743.83,Hogar,490000
294,202305,1058954.15,Hogar,490000
1016,202305,1484530.5,Hogar,490000
878,202305,913349.34,Hogar,490000
428,202305,1404062.21,Hogar,490000
375,202305,1312336.27,Base,480000
225,202305,787094.71,Base,480000
181,202305,2256270.72,Hogar,490000
220,202305,1273286.9,Hogar,490000
664,202305,882676.75,Hogar,490000
974,202305,1089518.05,Hogar,490000
68,202305,1109187.58,Hogar,490000
55,202305,1426625.93,Base,480000
627,202305,760169.29,Hogar,490000
22,202305,868027.01,Hogar,490000
349,202305,1821025.32,Base,480000
418,202305,1193489.81,Hogar,490000
485,202305,688197.57,Base,480000
780,202305,994155.32,Receso,516000
7,202305,940253.71,Hogar,490000
790,202305,586444.6,Hogar,490000
362,202305,999090.94,Base,480000
788,202306,576337.19,Hogar,490000
792,202306,619355.4,Peatonal,420000
360,202306,1388337.65,Hogar,490000
224,202306,1738738.38,Receso,516000
774,202306,1386694.96,Receso,516000
955,202306,1307571.86,Hogar,490000
75,202306,1582516.16,Receso,516000
334,202306,2209485.0,Receso,516000
604,202306,1515524.31,Hogar,490000
376,202306,766669.19,Hogar,490000
975,202306,1271473.71,Hogar,490000
679,202306,874824.44,Hogar,490000
701,202306,800581.2,Base,480000
635,202306,1243185.98,Base,480000
597,202306,1245472.28,Hogar,490000
176,202306,1486110.02,Hogar,490000
959,202306,595604.94,Receso,516000
473,202306,1545318.33,Hogar,490000
586,202306,575041.02,Base,480000
339,202306,1593065.15,Peatonal,420000
260,202306,1686502.19,Hogar,490000
507,202306,1964813.82,Hogar,490000
1033,202306,1223680.35,Hogar,490000
643,202306,1176506.57,Hogar,490000
174,202306,1985409.23,Hogar,490000
438,202306,964225.44,Hogar,490000
197,202306,1170836.21,Base,480000
1009,202306,1039803.33,Hogar,490000
294,202306,1094101.71,Hogar,490000
89,202306,772345.4,Hogar,490000
639,202306,1140074.12,Hogar,490000
896,202306,1054547.35,Hogar,490000
357,202306,1304015.64,Hogar,490000
1042,202306,1231241.45,Hogar,490000
199,202306,164835.63,Base,480000
34,202306,1148960.67,Base,480000
772,202306,1250266.0,Hogar,490000
1024,202306,1093682.38,Hogar,490000
62,202306,789617.59,Base,480000
242,202306,897076.39,Receso,516000
535,202306,488680.3,Base,480000
1003,202306,1093611.85,Hogar,490000
50,202306,1579698.62,Hogar,490000
262,202306,1522301.04,Receso,516000
282,202306,1370551.66,Receso,516000
215,202306,1446422.44,Receso,516000
556,202306,1205909.9,Hogar,490000
418,202306,1274881.09,Hogar,490000
948,202306,1553964.18,Hogar,490000
385,202306,1508831.73,Hogar,490000
509,202306,866156.5,Base,480000
887,202306,678953.81,Receso,516000
898,202306,801819.07,Hogar,490000
507,202307,2095002.01,Hogar,490000
1026,202307,922311.72,Hogar,490000
664,202307,997864.07,Hogar,490000
901,202307,1607296.64,Hogar,490000
250,202307,2151108.47,Hogar,490000
631,202307,881272.48,Hogar,490000
217,202307,1279840.92,Hogar,490000
123,202307,2117379.59,Hogar,490000
359,202307,1001195.81,Hogar,490000
287,202307,2538332.16,Base,480000
75,202307,1642384.68,Receso,516000
220,202307,1410880.91,Hogar,490000
432,202307,1310916.33,Hogar,490000
571,202307,1587212.77,Hogar,490000
319,202307,1949970.04,Hogar,490000
977,202307,1774764.17,Receso,516000
369,202307,1519541.43,Hogar,490000
486,202307,506334.37,Receso,516000
785,202307,1152798.33,Peatonal,420000
739,202307,452058.17,Base,480000
361,202307,1246759.88,Hogar,490000
18,202307,1357541.85,Hogar,490000
1036,202307,1848598.25,Hogar,490000
647,202307,1323262.78,Hogar,490000
117,202307,401300.5,Base,480000
980,202307,889385.72,Receso,516000
1045,202307,1053608.84,Hogar,490000
233,202307,466238.72,Base,480000
282,202307,1450884.66,Receso,516000
479,202307,945807.75,Receso,516000
65,202307,2014275.33,Hogar,490000
501,202307,1048953.97,Hogar,490000
805,202307,854713.58,Hogar,490000
770,202307,412425.36,Receso,516000
2,202307,923898.95,Hogar,490000
44,202307,810554.65,Hogar,490000
554,202307,1941623.97,Receso,516000
623,202307,681416.65,Hogar,490000
809,202307,654245.66,Hogar,490000
752,202308,1166124.34,Base,480000
270,202308,2517437.85,Receso,516000
651,202308,1346345.81,Base,480000
485,202308,910252.08,Base,480000
878,202301,699711.26,Hogar,490000
452,202301,651868.33,Base,480000
743,202302,1302188.53,Hogar,490000
748,202302,813852.34,Receso,516000
202,202302,786506.05,Base,480000
556,202303,1052947.72,Hogar,490000
473,202303,1236580.59,Hogar,490000
312,202304,1565547.01,Hogar,490000
222,202304,802825.05,Receso,516000
81,202304,1064565.18,Hogar,490000
672,202304,1040281.91,Base,480000
526,202304,771884.04,Base,480000
163,202304,795959.89,Base,480000
805,202304,716425.52,Hogar,490000
464,202302,527419.73,Hogar,490000
383,202303,1101052.48,Hogar,490000
303,202304,1030541.09,Base,480000
199,202304,747066.98,Base,480000
726,202304,1389648.56,Hogar,490000
577,202305,830272.67,Base,480000
772,202305,1010156.85,Hogar,490000
998,202306,1151237.43,Hogar,490000
647,202306,1243444.91,Hogar,490000
237,202306,1373361.27,Hogar,490000
821,202306,163153.48,Hogar,490000
921,202306,1119993.1,Receso,516000
316,202306,1977544.38,Base,480000
724,202306,738441.65,Hogar,490000
600,202307,1325356.13,Hogar,490000
398,202307,1876798.27,Hogar,490000
299,202307,1099418.05,Hogar,490000
745,202307,1082998.67,Base,480000
603,202307,947252.71,Base,480000
487,202307,1117300.48,Hogar,490000
505,202307,1009470.26,Base,480000
324,202307,1297135.22,Hogar,490000
802,202307,598943.69,Base,480000
338,202307,73935.77,Hogar,490000
181,202307,34949.05,Hogar,490000
154,202308,918940.52,Base,480000
808,202308,10815.0,Base,480000
238,202302,746411.64,Hogar,490000
481,202304,1214558.7,Hogar,490000
2,202304,797786.16,Hogar,490000
737,202306,602623.71,Base,480000
289,202307,799529.65,Hogar,490000
332,202307,892067.91,Receso,516000
544,202307,748559.45,Hogar,490000
592,202308,674169.35,Hogar,490000
447,202308,644665.6,Hogar,490000
381,202308,924081.76,Base,480000
29,202308,778436.79,Receso,516000
