TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,CAJONESESTACIONAMIENTO_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET,AVG_VENTA_TOTAL,num_locales_cercanos,reportes_cercanos,num_escuelas,densidad,Meta_venta,CENTRO_CERCANO,PERFORMANCE_CATEGORY,PERFORMANCE_LABEL
314,1,C,Base,107.0,13,13,25.67509,-100.26958,Hogar Reunión,UT_DENSIDAD,TRAIN,1294734.729,0,6,0,5460.08,480000,2.45680969101317,3,Excellent
597,1,C,Hogar,110.73,14,8,25.6714,-100.21653,Hogar Reunión,UT_DENSIDAD,TRAIN,1118310.4085,0,0,0,5460.08,490000,3.42641551330119,2,Meeting_Expectations
598,1,C,Hogar,96.69,12,7,25.68012,-100.22238,Hogar Reunión,UT_DENSIDAD,TRAIN,1285379.90176471,0,5,0,5460.08,490000,4.49233031845134,3,Excellent
599,1,C,Hogar,114.63,13,6,25.67213,-100.23018,Hogar Reunión,UT_DENSIDAD,TRAIN,945328.251904762,0,2,0,5460.08,490000,4.63982913791338,2,Meeting_Expectations
585,1,C,Hogar,112.9,12,9,25.66144,-100.21849,Hogar Reunión,UT_DENSIDAD,TRAIN,597192.53,0,0,0,5460.08,490000,3.10342104991419,1,Below_Expectations
519,1,C,Base,115.03,13,6,25.68449,-100.2262,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,945709.862631579,0,5,0,5460.08,480000,5.10242601742189,2,Meeting_Expectations
536,1,C,Hogar,114.87,13,10,25.6581,-100.22496,Hogar Reunión,UT_DENSIDAD,TRAIN,924368.945,0,1,0,5460.08,490000,3.65580385444867,2,Meeting_Expectations
541,1,C,Hogar,109.97,13,7,25.70214,-100.25043,Hogar Reunión,UT_DENSIDAD,TRAIN,1258980.934,0,1,0,5460.08,490000,6.02220055281575,3,Excellent
557,1,C,Hogar,84.08,12,4,25.6704,-100.21162,Hogar Reunión,UT_DENSIDAD,TRAIN,1427711.1275,0,0,0,5460.08,490000,2.9697330529973,3,Excellent
559,1,C,Hogar,92.18,13,8,25.72444,-100.15672,Hogar Reunión,UT_DENSIDAD,TRAIN,1147226.94190476,0,0,0,2757.9,490000,8.54409652137124,2,Meeting_Expectations
562,1,C,Hogar,104.62,13,9,25.69635,-100.20652,Hogar Reunión,UT_DENSIDAD,TRAIN,584733.870952381,0,0,0,5460.08,490000,5.10532937597697,1,Below_Expectations
564,1,C,Hogar,115.51,13,9,25.68658,-100.21385,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1108922.54210526,0,4,0,5460.08,490000,4.4693712935441,2,Meeting_Expectations
571,1,C,Hogar,112.89,13,7,25.74155,-100.18463,Hogar Reunión,UT_DENSIDAD,TRAIN,1429346.9175,0,0,0,2757.9,490000,9.82479085364449,3,Excellent
332,1,B,Receso,136.0,13,6,25.69665,-100.14323,Oficinistas,UT_DENSIDAD,TRAIN,764151.700952381,0,0,0,5460.08,516000,6.64763784870886,1,Below_Expectations
324,1,C,Hogar,97.0,13,5,25.69969,-100.21334,Hogar Reunión,UT_DENSIDAD,TRAIN,1211066.019,0,0,0,5460.08,490000,5.71342318813354,2,Meeting_Expectations
582,1,C,Hogar,120.33,11,10,25.69596,-100.18514,Hogar Reunión,UT_DENSIDAD,TRAIN,1029572.888,0,0,0,5460.08,490000,4.76096265311301,2,Meeting_Expectations
583,1,C,Hogar,113.5,13,9,25.66215,-100.22198,Hogar Reunión,UT_DENSIDAD,TRAIN,970700.322631579,0,0,0,5460.08,490000,3.46111589883243,2,Meeting_Expectations
329,1,C,Receso,71.0,13,5,25.70334,-100.239,Oficinistas,UT_GAS_URBANA,TRAIN,905524.047,0,0,0,5460.08,516000,6.79084272880106,2,Meeting_Expectations
575,1,C,Hogar,99.73,13,4,25.6737,-100.27038,Hogar Reunión,UT_DENSIDAD,TRAIN,1140141.2505,0,8,2,5460.08,490000,2.28278612654343,2,Meeting_Expectations
326,1,B,Hogar,118.0,12,4,25.7292,-100.17807,Hogar Reunión,UT_DENSIDAD,TRAIN,1252783.76421053,0,0,0,2757.9,490000,8.51151796871604,3,Excellent
328,1,C,Receso,116.0,10,6,25.69583,-100.23188,Oficinistas,UT_GAS_URBANA,TRAIN,739694.3965,0,0,0,5460.08,516000,6.39985578702443,1,Below_Expectations
327,1,C,Hogar,98.0,10,9,25.67151,-100.25856,Hogar Reunión,UT_DENSIDAD,TRAIN,1374624.992,0,0,0,5460.08,490000,2.89088901043436,3,Excellent
236,3,B,Hogar,130.0,12,9,25.60325,-100.25761,Hogar Reunión,UT_DENSIDAD,TRAIN,1387352.5075,1,8,1,1281.38,490000,0.772871864133642,3,Excellent
345,3,A,Hogar,97.5,10,7,25.64527,-100.37938,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,2028547.51647059,0,0,0,1835.43,490000,1.14461073989718,3,Excellent
204,3,AB,Base,122.4,12,10,25.65211,-100.37786,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,2446442.36789474,0,1,0,1835.43,480000,1.22124508816429,3,Excellent
214,3,BC,Receso,127.36,11,10,25.66708,-100.2804,Oficinistas,UT_GAS_URBANA,TRAIN,1271247.505,0,49,4,1281.38,516000,1.25864539246381,2,Meeting_Expectations
846,3,B,Hogar,85.22,10,8,25.65985,-100.34713,Oficinistas,UT_DENSIDAD,TRAIN,500362.07125,0,6,0,1835.43,490000,2.61561764641196,1,Below_Expectations
841,3,B,Hogar,108.241193277311,12,8,25.58732,-100.27536,Hogar Reunión,UT_DENSIDAD,TRAIN,1090309.144,0,0,1,1281.38,490000,2.53941934092208,2,Meeting_Expectations
221,3,AB,Receso,168.4,12,7,25.65854,-100.35639,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,2012291.1575,0,0,0,1835.43,516000,1.84057292448611,3,Excellent
222,3,AB,Receso,112.0,9,11,25.6544,-100.29456,Oficinistas,UT_DENSIDAD,TRAIN,781781.7065,1,67,4,1281.38,516000,1.31348987395225,1,Below_Expectations
827,3,B,Base,108.241193277311,12,8,25.52392,-100.20669,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1415489.70571429,0,6,3,1281.38,480000,8.18942605584574,3,Excellent
234,3,A,Receso,111.14,12,7,25.65389,-100.34217,Parada Técnica,UT_DENSIDAD,TRAIN,1686336.596,0,0,0,1835.43,516000,2.7420924980003,3,Excellent
246,3,B,Base,100.57,14,8,25.64233,-100.27841,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,809901.53,2,20,11,1281.38,480000,1.53138415475809,1,Below_Expectations
167,3,BC,Hogar,90.642,8,7,25.64782,-100.27427,Clásico,UT_GAS_URBANA,TRAIN,1578510.38736842,0,18,10,1281.38,490000,1.14949442819213,3,Excellent
237,3,B,Hogar,127.64,12,8,25.64791,-100.29759,Clásico,UT_DENSIDAD,TRAIN,1377403.591,3,130,6,1281.38,490000,1.83209221313719,3,Excellent
804,3,B,Hogar,108.241193277311,12,8,25.54712,-100.23021,Hogar Reunión,UT_DENSIDAD,TRAIN,716564.900625,0,4,3,1281.38,490000,4.80259819932731,1,Below_Expectations
243,3,AB,Receso,149.7,11,8,25.63751,-100.31216,Parada Técnica,UT_GAS_URBANA,TRAIN,1676451.5415,1,254,5,1281.38,516000,3.68173875799091,3,Excellent
242,3,BC,Receso,90.642,8,7,25.65538,-100.29421,Oficinistas,UT_GAS_URBANA,TRAIN,860781.827894737,2,69,6,1281.38,516000,1.26992904418655,1,Below_Expectations
241,3,BC,Receso,97.31,10,8,25.67252,-100.35968,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1034611.3195,0,13,5,1281.38,516000,3.09644329148472,2,Meeting_Expectations
178,3,AB,Base,103.6,11,7,25.66035,-100.38279,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1014532.92631579,0,1,0,1835.43,480000,1.93894001056476,2,Meeting_Expectations
207,3,AB,Base,93.6,10,8,25.65248,-100.36226,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1827960.9695,0,0,0,1835.43,480000,0.947098265637229,3,Excellent
169,3,AB,Base,119.3,10,9,25.65122,-100.33959,Oficinistas,UT_DENSIDAD,TRAIN,1211233.6235,0,0,0,1835.43,480000,2.91047087120947,3,Excellent
171,3,AB,Hogar,110.1,10,9,25.66523,-100.34199,Clásico,UT_TRAFICO_PEATONAL,TRAIN,1131795.23888889,3,44,4,1281.38,490000,3.39120094019859,2,Meeting_Expectations
173,3,AB,Hogar,99.0,8,9,25.6217,-100.29776,Hogar Reunión,UT_DENSIDAD,TRAIN,1185702.0545,2,38,7,1281.38,490000,3.76387563008659,2,Meeting_Expectations
174,3,AB,Hogar,107.988,12,8,25.62244,-100.28191,Hogar Reunión,UT_DENSIDAD,TRAIN,1943777.607,1,132,10,1281.38,490000,2.46714817884346,3,Excellent
175,3,BC,Base,136.0,12,8,25.64811,-100.32974,Parada Técnica,UT_GAS_URBANA,TRAIN,2788708.1705,0,12,0,1835.43,480000,3.84168250289768,3,Excellent
176,3,AB,Hogar,102.604,10,8,25.63944,-100.27006,Clásico,UT_TRAFICO_PEATONAL,TRAIN,1368944.84473684,0,6,2,1281.38,490000,2.15382006357439,3,Excellent
177,3,BC,Base,107.988,12,8,25.64667,-100.29488,Clásico,UT_DENSIDAD,TRAIN,717991.4205,4,83,3,1281.38,480000,1.67870355649974,1,Below_Expectations
507,3,C,Hogar,107.8,13,9,25.65665,-100.26909,Hogar Reunión,UT_DENSIDAD,TRAIN,1862034.112,0,11,0,5460.08,490000,1.25230157497222,3,Excellent
179,3,AB,Hogar,102.512,11,8,25.60124,-100.26406,Clásico,UT_DENSIDAD,TRAIN,1604643.1475,2,20,4,1281.38,490000,0.704923786406861,3,Excellent
181,3,AB,Hogar,105.65,12,10,25.6296,-100.27825,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,2107451.50764706,0,159,8,1281.38,490000,2.85385082751675,3,Excellent
184,3,AB,Hogar,102.512,11,8,25.62076,-100.28546,Clásico,UT_DENSIDAD,TRAIN,1461771.95789474,2,99,10,1281.38,490000,2.63326963628915,3,Excellent
185,3,AB,Receso,106.96,12,6,25.66474,-100.38099,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,1121790.01894737,0,4,0,1835.43,516000,2.21202247797429,2,Meeting_Expectations
349,3,AB,Base,102.604,10,8,25.65609,-100.33998,Parada Técnica,UT_DENSIDAD,TRAIN,1735933.37842105,0,20,0,1835.43,480000,3.03451369641195,3,Excellent
504,3,B,Hogar,116.556,13,8,25.62039,-100.28323,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,1387334.7345,2,79,13,1281.38,490000,2.42634358035689,3,Excellent
196,3,BC,Receso,107.988,12,8,25.56563,-100.23929,Parada Técnica,UT_CARRETERA_GAS,TRAIN,2296506.80904762,1,4,6,1281.38,516000,2.55188450181499,3,Excellent
284,3,C,Receso,124.6,18,11,25.53601,-100.21905,Parada Técnica,UT_CARRETERA_GAS,TRAIN,2574755.2747619,1,9,2,1281.38,516000,6.40490139245242,3,Excellent
725,3,C,Hogar,108.241193277311,12,8,25.66995,-100.27144,Hogar Reunión,UT_DENSIDAD,TRAIN,904029.744210526,1,16,2,1281.38,490000,1.87064350584765,2,Meeting_Expectations
316,3,B,Base,98.0,9,8,25.65519,-100.35268,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1819058.9375,0,0,0,1835.43,480000,1.86120171753041,3,Excellent
271,3,BC,Hogar,117.2,13,9,25.63876,-100.38256,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,1527121.50263158,0,0,0,1835.43,490000,1.65327727272133,3,Excellent
311,3,C,Receso,101.0,10,10,25.59757,-100.26299,Parada Técnica,UT_CARRETERA_GAS,TRAIN,1324389.462,2,12,7,1281.38,516000,1.11376757042533,3,Excellent
604,3,C,Hogar,116.556,13,8,25.62711,-100.28613,Hogar Reunión,UT_DENSIDAD,TRAIN,1600012.9075,1,275,7,1281.38,490000,3.13083522711825,3,Excellent
274,3,C,Receso,105.3,14,7,25.56632,-100.23881,Parada Técnica,UT_GAS_URBANA,TRAIN,996862.877222222,1,4,6,1281.38,516000,2.50163450490819,2,Meeting_Expectations
276,3,BC,Receso,109.82,17,9,25.66113,-100.39875,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,1475375.9495,0,19,0,1835.43,516000,0.419532687040196,3,Excellent
309,3,B,Receso,77.0,14,7,25.65671,-100.36253,Parada Técnica,UT_DENSIDAD,TRAIN,1657243.06,0,0,0,1835.43,516000,1.34079391144641,3,Excellent
308,3,AB,Hogar,112.5,12,7,25.64252,-100.33347,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,2771472.70631579,0,0,0,1835.43,490000,3.47643757371248,3,Excellent
584,3,C,Hogar,116.556,13,8,25.66242,-100.29553,Hogar Reunión,UT_DENSIDAD,TRAIN,1380686.274,3,79,5,1281.38,490000,1.58245399833411,3,Excellent
287,3,AB,Base,105.34,17,7,25.58131,-100.25847,Clásico,UT_DENSIDAD,TRAIN,2305271.923,1,14,4,1281.38,480000,1.09159603154726,3,Excellent
656,3,C,Base,108.241193277311,12,8,25.66196,-100.31357,Parada Técnica,UT_GAS_URBANA,TRAIN,536782.872380952,3,232,7,1281.38,480000,3.28153714893993,1,Below_Expectations
629,3,C,Hogar,108.241193277311,12,8,25.6821,-100.41138,Hogar Reunión,UT_DENSIDAD,TRAIN,2377404.40526316,0,0,0,1835.43,490000,2.75183065687796,3,Excellent
295,3,C,Receso,108.0,16,10,25.65979,-100.39622,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1692641.02842105,0,18,0,1835.43,516000,0.59522600866746,3,Excellent
303,3,B,Base,88.0,12,8,25.65706,-100.38443,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1128555.595,0,1,0,1835.43,480000,1.77794136715133,2,Meeting_Expectations
638,3,C,Receso,108.241193277311,12,8,25.66655,-100.27964,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,893267.1845,0,46,4,1281.38,516000,1.20966092600349,1,Below_Expectations
567,3,B,Base,116.556,13,8,25.64856,-100.3572,Parada Técnica,UT_TRAFICO_PEATONAL,TRAIN,1708367.867,0,0,0,1835.43,480000,1.1257249425136,3,Excellent
553,3,B,Base,116.556,13,8,25.62432,-100.29972,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1120945.52263158,1,105,14,1281.38,480000,3.94681788743224,2,Meeting_Expectations
554,3,C,Receso,108.241193277311,12,8,25.65033,-100.3553,Oficinistas,UT_DENSIDAD,TRAIN,1921538.31526316,0,0,0,1835.43,516000,1.37073924863383,3,Excellent
774,3,C,Receso,108.241193277311,12,8,25.53083,-100.21282,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1198508.903,0,10,0,1281.38,516000,7.2139230578019,2,Meeting_Expectations
251,3,C,Receso,110.94,14,9,25.66742,-100.28471,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,1371231.6045,0,50,3,1281.38,516000,1.32947088685515,3,Excellent
252,3,B,Receso,120.8,15,10,25.6321,-100.27243,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1031030.18105263,1,22,12,1281.38,516000,2.79022179777374,2,Meeting_Expectations
338,3,C,Hogar,99.0,10,8,25.61578,-100.27783,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,999917.395,2,72,19,1281.38,490000,1.68981608985979,2,Meeting_Expectations
337,3,C,Hogar,106.0,10,9,25.66014,-100.28657,Hogar Reunión,UT_DENSIDAD,TRAIN,1425278.92473684,2,47,15,1281.38,490000,0.696611994323836,3,Excellent
336,3,C,Base,105.0,10,9,25.63963,-100.28821,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,1458130.834,0,155,12,1281.38,480000,1.91884663620378,3,Excellent
341,3,C,Base,81.0,10,6,25.66711,-100.29076,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1328828.34722222,1,47,3,1281.38,480000,1.55935058473945,3,Excellent
258,3,CD,Hogar,101.0,12,8,25.58928,-100.25288,Hogar Reunión,UT_DENSIDAD,TRAIN,1893906.7585,1,121,5,1281.38,490000,0.45381770482005,3,Excellent
752,3,B,Base,169.49,12,7,25.6614,-100.40051,Barrio Competido,UT_TRAFICO_VEHICULAR,TRAIN,1090899.287,0,19,0,1835.43,480000,0.326152813318404,2,Meeting_Expectations
333,3,A,Hogar,124.0,10,9,25.57929,-100.2484,Clásico,UT_DENSIDAD,TRAIN,1765742.4445,0,32,6,1281.38,490000,0.829758738900572,3,Excellent
577,3,C,Base,116.556,13,8,25.5977,-100.25362,Hogar Reunión,UT_DENSIDAD,TRAIN,877928.52,0,32,3,1281.38,480000,1.29512425822259,2,Meeting_Expectations
261,3,C,Base,112.38,11,10,25.66352,-100.40939,Hogar Reunión,UT_DENSIDAD,TRAIN,1823802.63222222,0,3,0,1835.43,480000,0.901464964873237,3,Excellent
262,3,BC,Receso,122.83,14,9,25.65916,-100.36804,Parada Técnica,UT_TRAFICO_PEATONAL,TRAIN,1250334.38666667,0,0,0,1835.43,516000,1.49729798439684,2,Meeting_Expectations
331,3,BC,Receso,74.0,10,5,25.67091,-100.39667,Parada Técnica,UT_GAS_URBANA,TRAIN,1274758.303,0,4,0,1835.43,516000,1.44871937949152,2,Meeting_Expectations
452,3,C,Base,116.556,13,8,25.62589,-100.27324,Clásico,UT_GAS_URBANA,TRAIN,819543.291666667,1,103,11,1281.38,480000,2.25278817918971,1,Below_Expectations
429,3,C,Base,116.556,13,8,25.66419,-100.33111,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1357609.52857143,0,164,15,1281.38,480000,4.22852437710292,3,Excellent
408,3,C,Hogar,108.84,15,11,25.60873,-100.26883,Hogar Reunión,UT_DENSIDAD,TRAIN,1642114.358,3,105,8,1281.38,490000,0.535302349952207,3,Excellent
132,3,BC,Hogar,107.67,11,10,25.64953,-100.384,Oficinistas,UT_DENSIDAD,TRAIN,2016326.723,0,1,0,1835.43,490000,1.6623581044299,3,Excellent
413,3,C,Base,92.17,11,5,25.62891,-100.29645,Parada Técnica,UT_GAS_URBANA,TRAIN,1339381.30055556,1,280,16,1281.38,480000,3.34319613630158,3,Excellent
435,3,C,Hogar,87.28,13,8,25.65787,-100.40572,Hogar Reunión,UT_DENSIDAD,TRAIN,1592707.27842105,0,17,0,1835.43,490000,0.381731799932355,3,Excellent
442,3,C,Hogar,116.556,13,8,25.65022,-100.2928,Parada Técnica,UT_TRAFICO_PEATONAL,TRAIN,889927.5335,6,54,10,1281.38,490000,1.28759291600123,2,Meeting_Expectations
436,3,BC,Hogar,116.556,13,8,25.54982,-100.22381,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,2358415.2145,0,8,7,1281.38,490000,4.8365672295415,3,Excellent
122,3,AB,Base,107.988,12,8,25.60406,-100.2678,Hogar Reunión,UT_DENSIDAD,TRAIN,1160986.5275,4,43,5,1281.38,480000,0.57048814460263,2,Meeting_Expectations
121,3,BC,Hogar,81.61,10,7,25.64548,-100.29303,Clásico,UT_DENSIDAD,TRAIN,789430.932105263,4,78,7,1281.38,490000,1.62581944346812,1,Below_Expectations
414,3,C,Hogar,96.49,12,5,25.57829,-100.24148,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,1260195.9435,2,103,5,1281.38,490000,1.22528028302918,3,Excellent
443,3,A,Hogar,116.556,13,8,25.65795,-100.43849,Hogar Reunión,UT_DENSIDAD,TRAIN,1349743.447,0,0,0,346.46,490000,3.65261313251573,3,Excellent
119,3,BC,Hogar,107.988,12,8,25.65988,-100.29136,Clásico,UT_DENSIDAD,TRAIN,1529141.28263158,3,69,5,1281.38,490000,1.08258014969206,3,Excellent
424,3,B,Hogar,110.5,12,4,25.6241,-100.29509,Hogar Reunión,UT_DENSIDAD,TRAIN,854991.9525,3,144,14,1281.38,490000,3.64922837422572,1,Below_Expectations
375,3,C,Base,82.99,10,10,25.58959,-100.24934,Hogar Reunión,UT_GAS_URBANA,TRAIN,1223628.033,1,147,4,1281.38,480000,0.321330081213692,3,Excellent
118,3,C,Hogar,112.38,10,11,25.608,-100.27007,Clásico,UT_DENSIDAD,TRAIN,946595.995,4,83,9,1281.38,490000,0.645617219509071,2,Meeting_Expectations
116,3,BC,Hogar,71.5,10,6,25.65226,-100.2795,Hogar Reunión,UT_DENSIDAD,TRAIN,1238120.914,2,32,5,1281.38,490000,0.444801769682102,3,Excellent
113,3,AB,Hogar,105.58,12,6,25.6422,-100.27802,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,1467155.035,2,20,11,1281.38,490000,1.55396428541471,3,Excellent
419,3,AB,Hogar,115.76,12,6,25.65289,-100.34605,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1230749.83647059,0,0,0,1835.43,490000,2.33845873607234,3,Excellent
165,3,C,Base,116.556,13,8,25.65304,-100.28399,Clásico,UT_GAS_URBANA,TRAIN,1343691.77315789,1,43,0,1281.38,480000,0.393201561636531,3,Excellent
367,3,C,Receso,102.604,10,8,25.64841,-100.28547,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,1993145.205,2,34,9,1281.38,516000,0.911704069711641,3,Excellent
143,3,BC,Hogar,96.66,9,8,25.62531,-100.29113,Clásico,UT_DENSIDAD,TRAIN,962736.833,2,255,20,1281.38,490000,3.38877760821698,2,Meeting_Expectations
161,3,BC,Base,75.6,9,6,25.66865,-100.40311,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1209029.975,0,2,0,1835.43,480000,1.09795771154608,3,Excellent
159,3,BC,Hogar,107.988,12,8,25.66725,-100.27725,Hogar Reunión,UT_DENSIDAD,TRAIN,1687970.59894737,0,35,1,1281.38,490000,1.34325335695823,3,Excellent
158,3,AB,Hogar,107.988,12,8,25.64524,-100.27484,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,1080190.558,1,17,10,1281.38,490000,1.35395243062915,2,Meeting_Expectations
157,3,AB,Base,108.0,14,9,25.63502,-100.36374,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,2930598.792,0,0,0,1835.43,480000,1.26047081699505,3,Excellent
162,3,CD,Base,126.0,10,11,25.6743,-100.40425,Oficinistas,UT_GAS_URBANA,TRAIN,1770167.5365,0,2,0,1835.43,480000,1.73509091192482,3,Excellent
154,3,BC,Base,81.97,11,5,25.67178,-100.28287,Oficinistas,UT_DENSIDAD,TRAIN,814545.6895,0,32,0,1281.38,480000,1.78090895183914,1,Below_Expectations
151,3,AB,Hogar,107.988,12,8,25.62241,-100.28827,Hogar Reunión,UT_DENSIDAD,TRAIN,876121.008,1,159,9,1281.38,490000,2.96945039267151,2,Meeting_Expectations
149,3,AB,Base,116.556,13,8,25.60031,-100.26577,Hogar Reunión,UT_DENSIDAD,TRAIN,1248264.92,2,21,5,1281.38,480000,0.834677729859367,3,Excellent
148,3,AB,Base,90.06,12,6,25.62791,-100.36239,Clásico,UT_DENSIDAD,TRAIN,1308893.309,0,0,0,1835.43,480000,2.05518382975993,3,Excellent
391,3,BC,Base,70.85,8,3,25.65676,-100.38827,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,989059.582631579,0,9,0,1835.43,480000,1.40111262984163,2,Meeting_Expectations
147,3,BC,Base,107.988,12,8,25.65384,-100.28962,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,1573698.3135,3,53,14,1281.38,480000,0.838055287209431,3,Excellent
146,3,A,Base,84.02,12,5,25.65478,-100.38306,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1293370.558125,0,1,0,1835.43,480000,1.81883111102316,3,Excellent
472,3,B,Receso,116.556,13,8,25.65847,-100.36536,Parada Técnica,UT_TRAFICO_PEATONAL,TRAIN,779550.171875,0,0,0,1835.43,516000,1.44446720487334,1,Below_Expectations
471,3,B,Base,116.556,13,8,25.65677,-100.33659,Parada Técnica,UT_DENSIDAD,TRAIN,824846.6195,0,89,0,1835.43,480000,3.37801540801229,1,Below_Expectations
139,3,AB,Hogar,129.6,10,9,25.63525,-100.37125,Clásico,UT_DENSIDAD,TRAIN,1167708.0775,0,0,0,1835.43,490000,1.20700502200261,2,Meeting_Expectations
138,3,AB,Receso,114.4,10,10,25.65744,-100.36574,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,783578.701904762,0,0,0,1835.43,516000,1.32503612672478,1,Below_Expectations
396,3,AB,Receso,112.95,12,10,25.56043,-100.232,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,1667257.3095,0,8,1,1281.38,516000,3.40141036881752,3,Excellent
134,3,AB,Receso,115.2,10,9,25.66256,-100.36801,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1600802.17315789,0,0,0,1835.43,516000,1.87534886961438,3,Excellent
445,3,C,Base,116.556,13,8,25.65845,-100.28419,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,1517476.45476191,2,38,7,1281.38,480000,0.395421646493022,3,Excellent
133,3,C,Receso,114.67,12,8,25.66034,-100.28202,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,1103748.05444444,1,46,11,1281.38,516000,0.506117104393575,2,Meeting_Expectations
444,3,D,Hogar,116.556,13,8,25.5866,-100.24493,Hogar Reunión,UT_DENSIDAD,TRAIN,1324028.434,0,197,8,1281.38,490000,0.445773988167553,3,Excellent
692,4,C,Hogar,108.241193277311,12,8,25.64549,-100.15797,Hogar Reunión,UT_DENSIDAD,TRAIN,956406.865714286,0,0,0,1909.0,490000,3.21718774545092,2,Meeting_Expectations
697,4,C,Base,108.241193277311,12,8,25.64114,-100.15849,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,912085.708571428,0,0,0,1909.0,480000,3.33195287697138,2,Meeting_Expectations
701,4,C,Base,97.88,13,10,25.66395,-100.15029,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,726814.49,0,0,0,5460.08,480000,4.0459974694513,1,Below_Expectations
695,4,C,Hogar,108.241193277311,12,8,25.64133,-100.06171,Hogar Reunión,UT_DENSIDAD,TRAIN,708145.4675,0,0,0,1909.0,490000,12.8166246469845,1,Below_Expectations
693,4,C,Hogar,108.241193277311,12,8,25.68688,-100.09822,Parada Técnica,UT_DENSIDAD,TRAIN,461407.1335,0,0,0,1909.0,490000,9.82441570527635,1,Below_Expectations
52,4,C,Base,104.08,12,6,25.65314,-100.1115,Parada Técnica,UT_GAS_URBANA,TRAIN,765504.4195,0,0,0,1909.0,480000,7.75630295517443,1,Below_Expectations
709,4,C,Base,108.241193277311,12,8,25.64914,-100.16257,Parada Técnica,UT_GAS_URBANA,TRAIN,436400.943333333,0,0,0,1909.0,480000,2.67716491660337,1,Below_Expectations
56,4,D,Hogar,98.35,12,7,25.67128,-100.08602,Hogar Reunión,UT_DENSIDAD,TRAIN,519265.916,0,0,0,1909.0,490000,10.5020435169724,1,Below_Expectations
711,4,C,Hogar,97.84,13,10,25.68007,-100.16831,Hogar Reunión,UT_DENSIDAD,TRAIN,673079.3655,0,0,0,5460.08,490000,3.62310513248397,1,Below_Expectations
712,4,B,Base,108.241193277311,12,8,25.63907,-100.14898,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,694565.411,0,0,0,1909.0,480000,4.30038751593021,1,Below_Expectations
267,4,C,Base,118.0,12,13,25.67022,-100.18105,Hogar Reunión,UT_DENSIDAD,TRAIN,957275.9745,0,0,0,5460.08,480000,2.04098548032951,2,Meeting_Expectations
